div_and_fold,fold_growth,division_ratio,added_length,generationtime,length_birth,length_final,growth_rate,lineage_ID,generation,start_time,end_time,trap_ID,trace,dataset
,0.4368170623485668,,1.4969915174353918,0.30000000000000004,2.732868864418281,4.229860381853673,1.4560568744952225,1.0,0.0,0.35,0.65,1,A,SL
0.9777316998798592,0.6967123592591006,0.48712605900057887,2.0751933634691975,0.3500000000000001,2.060475217935063,4.135668581404261,1.9906067407402868,1.0,1.0,0.7,1.05,1,A,SL
1.207380876125855,0.8472507161315496,0.5174733422315669,2.8532289120007026,0.5,2.140098243181346,4.993327155182048,1.6945014322630991,1.0,2.0,1.1,1.6,1,A,SL
0.89877294434845,0.6296570272252392,0.47884330318315405,2.096846080496525,0.4500000000000002,2.391021268861514,4.487867349358039,1.3992378382783088,1.0,3.0,1.65,2.1,1,A,SL
0.934573579474661,0.7331477039878258,0.4489639776346946,2.1793514766323425,0.3999999999999999,2.0148907762646586,4.194242252897001,1.8328692599695648,1.0,4.0,2.15,2.55,1,A,SL
1.0594389590431539,0.764654097418716,0.4931634524503271,2.375096656532288,0.3999999999999999,2.068446989851723,4.443543646384011,1.9116352435467905,1.0,5.0,2.6,3.0,1,A,SL
0.890262902022861,0.6367469529103541,0.4709584444247314,1.863197658460662,0.3500000000000001,2.0927244034344126,3.9559220618950746,1.819277008315297,1.0,6.0,3.05,3.4,1,A,SL
1.039549461785863,0.8108761470529288,0.4620469648334,2.2845548684937413,0.44999999999999973,1.8278217818161049,4.112376650309846,1.8019469934509538,1.0,7.0,3.45,3.9,1,A,SL
1.0803460198724701,0.7651853893154432,0.5026284696537963,2.3757921639934816,0.39999999999999947,2.066997582385243,4.4427897463787245,1.9129634732886105,1.0,8.0,3.95,4.35,1,A,SL
1.04141570507572,0.762854349157705,0.4856469755475042,2.4691636129058887,0.4499999999999993,2.157627403322291,4.62679101622818,1.6952318870171248,1.0,9.0,4.4,4.85,1,A,SL
0.9317730044065972,0.5842811913655895,0.5194694676027681,1.9076423000430611,0.34999999999999964,2.403476665909323,4.311118965952384,1.6693748324731148,1.0,10.0,4.9,5.25,1,A,SL
0.9724350184466842,0.5660167964045725,0.5521316188373637,1.8119779575100066,0.40000000000000036,2.3803050936717516,4.192283051181758,1.4150419910114298,1.0,11.0,5.3,5.7,1,A,SL
1.017922625674248,0.40823221988493524,0.6767398756443885,1.4303346603057627,0.5,2.8370851107228208,4.2674197710285835,0.8164644397698705,1.0,12.0,5.75,6.25,1,A,SL
0.9925284556627945,0.5166022271537133,0.5920869242979198,1.70885210808743,0.40000000000000036,2.526683446916447,4.235535555003877,1.2915055678842822,1.0,13.0,6.3,6.7,1,A,SL
0.8927908584095421,0.27611343340826044,0.6773844054466127,0.9123616903017573,0.9500000000000002,2.8690857336742903,3.7814474239760476,0.2906457193771162,1.0,14.0,6.75,7.7,1,A,SL
1.2272750671051496,0.49038652923486753,0.7515705388963404,1.7988516627689424,0.40000000000000036,2.842024478245856,4.6408761410147985,1.2259663230871678,1.0,15.0,7.75,8.15,1,A,SL
0.8880087485146586,0.5047378947928017,0.536058716125668,1.6333565081434505,0.5,2.4877821058506373,4.121138613994088,1.0094757895856035,1.0,16.0,8.2,8.7,1,A,SL
1.025058796040071,0.5500817841012574,0.5913591122529052,1.7873365137323143,0.4499999999999993,2.4370728722427115,4.224409385975026,1.2224039646694629,1.0,17.0,8.75,9.2,1,A,SL
1.3785236777008767,0.28577696943707415,1.0358643078925933,1.4475334580104002,0.09999999999999964,4.3759149048579955,5.823448362868396,2.8577696943707513,1.0,18.0,9.25,9.35,1,A,SL
0.8247876696403311,0.3125452990599038,0.6034002155897344,1.2892384068505494,0.29999999999999893,3.513869997630476,4.8031084044810255,1.0418176635330163,1.0,19.0,9.4,9.7,1,A,SL
1.0098929438732618,0.5873500320206194,0.561296662566965,2.15465656896121,0.34999999999999964,2.6959687173825397,4.85062528634375,1.678142948630343,1.0,20.0,9.75,10.1,1,A,SL
0.9352176562181305,0.5558371052303689,0.5364332755113302,1.9343536008553373,0.4499999999999993,2.602036810631462,4.536390411486799,1.2351935671785994,1.0,21.0,10.15,10.6,1,A,SL
1.0686703716494776,0.631133685427724,0.5685201893841362,2.268876491131869,0.4499999999999993,2.5790295358588544,4.8479060269907235,1.4025193009505,1.0,22.0,10.65,11.1,1,A,SL
,0.8497858531936484,,3.230783715606864,0.45000000000000007,2.4125704073658936,5.643354122972758,1.8884130070969962,2.0,0.0,0.35,0.8,1,B,SL
0.8993828630355282,0.8970011079716211,0.366760010719518,3.0057793696070663,0.5499999999999999,2.069756618635525,5.075535988242591,1.6309111054029477,2.0,1.0,0.85,1.4,1,B,SL
1.0653554174993205,1.0080341267534594,0.3887862166938651,3.4339513272246167,0.7,1.9732984345623947,5.407249761787011,1.440048752504942,2.0,2.0,1.45,2.15,1,B,SL
0.8554706577929263,0.5231740178419826,0.5069831541896164,1.8843589708447475,0.2999999999999998,2.741384539721831,4.625743510566578,1.7439133928066095,2.0,3.0,2.2,2.5,1,B,SL
0.5785767339862747,0.2112468867467172,0.4684007786621417,0.509645710361081,0.10000000000000009,2.166701862240734,2.676347572601815,2.1124688674671703,2.0,4.0,2.55,2.65,1,B,SL
1.7169464108963097,0.6078609591725486,0.9349019807255045,2.0930227123544043,0.34999999999999964,2.502122646735333,4.595145359089737,1.7367455976358548,2.0,5.0,2.7,3.05,1,B,SL
0.9478681010560884,0.6276464383090087,0.5060163193053088,2.0303731643176266,0.3999999999999999,2.3252185412794604,4.355591705597087,1.569116095772522,2.0,6.0,3.1,3.5,1,B,SL
1.1016381460695182,0.8214501186312426,0.4844932290290202,2.6880312818129943,0.5,2.1102546897767502,4.798285971589745,1.6429002372624852,2.0,7.0,3.55,4.05,1,B,SL
0.8557755316314744,0.4961655416686045,0.5210482098024513,1.6061174126400064,0.35000000000000053,2.500138315617052,4.106255728257058,1.4176158333388678,2.0,8.0,4.1,4.45,1,B,SL
1.1308602283902296,0.7015504942638886,0.5606985358799281,2.341229715903164,0.5499999999999998,2.3023715747823004,4.6436012906854645,1.2755463532070705,2.0,9.0,4.5,5.05,1,B,SL
1.0457977018754385,0.624891322613579,0.5598360100561929,2.2566123393555393,0.5500000000000007,2.5996552188691378,4.856267558224677,1.1361660411155967,2.0,10.0,5.1,5.65,1,B,SL
1.0838825342645089,0.6889234206553038,0.54423513789647,2.62067214386252,0.4500000000000002,2.642951444212561,5.263623588075081,1.5309409347895633,2.0,11.0,5.7,6.15,1,B,SL
1.0216895525526846,0.6962041328583739,0.5092855326443217,2.6971018858141527,0.5,2.6806873426920337,5.377789228506186,1.3924082657167478,2.0,12.0,6.2,6.7,1,B,SL
0.9109064969184009,0.4818055737724562,0.5626370114723445,1.872919887449195,0.34999999999999964,3.025743259854886,4.898663147304081,1.3765873536355906,2.0,13.0,6.75,7.1,1,B,SL
1.0018656136223745,0.6870304846275656,0.5040062505509441,2.438845314418299,0.4499999999999993,2.4689568455848168,4.907802160003116,1.5267344102834814,2.0,14.0,7.15,7.6,1,B,SL
0.9017852836509509,0.6297146572513347,0.48042051329477903,2.067974930103237,0.5499999999999989,2.357808832857922,4.425783762961159,1.1449357404569744,2.0,15.0,7.65,8.2,1,B,SL
1.1195892332762418,0.6751638134862484,0.5699526729836064,2.4325725640729674,0.5500000000000007,2.5224872857471565,4.955059849820124,1.2275705699749955,2.0,16.0,8.25,8.8,1,B,SL
1.0005542891484398,0.6596535340050509,0.5173170212888074,2.394469583908037,0.5500000000000007,2.5633368018167118,4.957806385724749,1.1993700618273637,2.0,17.0,8.85,9.4,1,B,SL
0.9851225567380029,0.6344500782146091,0.5223385695495859,2.294393406893894,0.45000000000000107,2.589653495623268,4.884046902517162,1.409889062699128,2.0,18.0,9.45,9.9,1,B,SL
0.9287901748571633,0.639789214619823,0.4898472644883653,2.143817761768596,0.5500000000000007,2.3924370148309055,4.536254776599502,1.1632531174905858,2.0,19.0,9.95,10.5,1,B,SL
0.95601286380493,0.5965321808776671,0.5264936064187167,1.9484087829596808,0.4499999999999993,2.3883091369660017,4.3367179199256825,1.3256270686170402,2.0,20.0,10.55,11.0,1,B,SL
1.0457537107997414,0.7064992856220887,0.5159417508458046,2.2976450209231856,0.5999999999999996,2.2374938365308323,4.535138857454018,1.1774988093701486,2.0,21.0,11.05,11.65,1,B,SL
,0.5447818062796203,,1.6027409748525097,0.44999999999999996,2.213021102178035,3.8157620770305445,1.210626236176934,3.0,0.0,0.4,0.85,2,A,SL
0.9744572794608485,0.7257810616868796,0.47158512088581916,1.9188405122850873,0.6,1.7994566203679738,3.718297132653061,1.209635102811466,3.0,1.0,0.9,1.5,2,A,SL
1.026626077777268,0.5264944515237536,0.6063992517232062,1.5625282023807157,0.3999999999999999,2.2547725989253595,3.817300801306075,1.3162361288093842,3.0,2.0,1.55,1.95,2,A,SL
1.239243784104483,1.0641008562355387,0.4275861398481166,3.0983413758060285,0.6499999999999999,1.632224914269587,4.730566290075616,1.6370782403623674,3.0,3.0,2.0,2.65,2,A,SL
0.9217623706958444,0.6373352788804671,0.4873351985476298,2.05508653605722,0.5499999999999998,2.3053714622167245,4.360457998273945,1.1587914161463042,3.0,4.0,2.7,3.25,2,A,SL
0.8544325190736878,0.4692327747682693,0.5344321350818466,1.3953482338279573,0.40000000000000036,2.3303688779522593,3.7257171117802166,1.1730819369206722,3.0,5.0,3.3,3.7,2,A,SL
1.4253865660951566,0.4406536789321105,0.9174009809507021,1.8926105871103807,0.1499999999999999,3.4179765330919873,5.310587120202368,2.9376911928807385,3.0,6.0,3.75,3.9,2,A,SL
1.0272810585995842,0.1586320608977907,0.8765894748390719,0.8002607838414724,0.04999999999999982,4.655204774785333,5.4554655586268055,3.172641217955825,3.0,7.0,3.95,4.0,2,A,SL
0.7193236583171173,0.3069343449109799,0.5292056253896665,1.0371823807095844,0.25,2.8870630627448852,3.9242454434544696,1.2277373796439195,3.0,8.0,4.05,4.3,2,A,SL
1.0987644463129993,0.6949121625662612,0.5484134286219952,2.159712473474453,0.6500000000000004,2.1521088983991077,4.3118213718735605,1.0690956347173244,3.0,9.0,4.35,5.0,2,A,SL
1.2664145169478689,1.0470934367975315,0.44445620997767327,3.5441373947830987,0.6500000000000004,1.9164157850436545,5.4605531798267535,1.610912979688509,3.0,10.0,5.05,5.7,2,A,SL
0.8819335105845442,0.5168637025210557,0.5259746227331493,1.9437324369445297,0.40000000000000036,2.8721123986736754,4.815844835618205,1.2921592563026383,3.0,11.0,5.75,6.15,2,A,SL
1.001675768694833,0.5966553776567577,0.5515730393154642,2.1676249047792915,0.5999999999999996,2.6562901728536152,4.823915077632907,0.9944256294279301,3.0,12.0,6.2,6.8,2,A,SL
0.9524428856195122,0.6835114390570479,0.48083236869976154,2.2750090833394356,0.5,2.3194945131847247,4.59450359652416,1.3670228781140958,3.0,13.0,6.85,7.35,2,A,SL
0.567650603190607,0.1502645817758732,0.488452149353354,0.3638775809944117,0.04999999999999982,2.2441951569339413,2.608072737928353,3.005291635517475,3.0,14.0,7.4,7.45,2,A,SL
1.761573265879706,0.6667007578461849,0.9043910388499814,2.235593597752938,0.4500000000000002,2.3587176128513385,4.5943112106042765,1.481557239658188,3.0,15.0,7.5,7.95,2,A,SL
0.8432560820691262,0.5701106574271338,0.4768299980479161,1.6834754656764694,0.5500000000000007,2.190705405583956,3.8741808712604255,1.0365648316856966,3.0,16.0,8.0,8.55,2,A,SL
1.1708363581716412,0.7246648031634754,0.5672549246810551,2.3383836438771763,0.5999999999999996,2.197648178327617,4.5360318222047935,1.2077746719391262,3.0,17.0,8.6,9.2,2,A,SL
1.2556563760182864,0.9548731483379139,0.4832531204508237,3.503645746828592,0.8000000000000007,2.1920515325447023,5.695697279373294,1.1935914354223913,3.0,18.0,9.25,10.05,2,A,SL
0.9137586538479007,0.6631959033604827,0.47077043608556673,2.5231267867033504,0.45000000000000107,2.6813658920219416,5.204492678725292,1.4737686741344025,3.0,19.0,10.1,10.55,2,A,SL
,0.5759664772308354,,1.808513029102167,0.4,2.3220331929292484,4.130546222031415,1.4399161930770885,4.0,0.0,0.4,0.8,2,B,SL
0.9225061319612295,0.729736311046389,0.44468124047804813,1.9736778003084257,0.65,1.836776417864845,3.8104542181732706,1.1226712477636753,4.0,1.0,0.85,1.5,2,B,SL
0.9527153145816913,0.43458608201287113,0.6169142599815028,1.2795545449683208,0.4999999999999998,2.350723544197759,3.63027808916608,0.8691721640257426,4.0,2.0,1.55,2.05,2,B,SL
0.8883078387231914,0.4330404672842487,0.5760980551610593,1.1334083364888925,0.44999999999999973,2.0913961468623854,3.224804483351278,0.9623121495205533,4.0,3.0,2.1,2.55,2,B,SL
1.1641976163982397,0.6052983753823472,0.6355488854346978,1.7047887977291936,0.5499999999999998,2.049520895138721,3.7543096928679147,1.100542500695177,4.0,4.0,2.6,3.15,2,B,SL
0.8189200135901037,0.3791643179183391,0.5604959953253088,0.9702037966413952,0.34999999999999964,2.1042755480634563,3.0744793447048515,1.0833266226238272,4.0,5.0,3.2,3.55,2,B,SL
0.796159824273213,0.27690324845244435,0.6035909307406863,0.5920490855984211,0.1499999999999999,1.8557278492134164,2.4477769348118374,1.8460216563496301,4.0,6.0,3.6,3.75,2,B,SL
1.5950437439528122,0.5288622623178939,0.9399194482120439,1.6035981405491015,0.35000000000000053,2.3007131459145103,3.904311286463612,1.5110350351939803,4.0,7.0,3.8,4.15,2,B,SL
1.054450990794276,0.5720376590237644,0.5951050017854068,1.7934297292791181,0.5499999999999998,2.3234751751017115,4.11690490438083,1.0400684709522992,4.0,8.0,4.2,4.75,2,B,SL
1.5762979395625265,1.0037672155962547,0.5777071531908528,4.111103305883053,0.7999999999999998,2.378365412267309,6.489468718150362,1.2547090194953185,4.0,9.0,4.8,5.6,2,B,SL
1.0963314981742123,0.5281405955278787,0.646507169643034,2.9191209086660725,0.4499999999999993,4.195488053458399,7.114608962124471,1.1736457678397323,4.0,10.0,5.65,6.1,2,B,SL
0.5672531786522679,0.33634328783780526,0.40523309283987496,1.152709554565027,0.25,2.8830749940679925,4.0357845486330195,1.345373151351221,4.0,11.0,6.15,6.4,2,B,SL
1.2820221793813764,0.8006853669499654,0.5756550276746935,2.8507456365197483,0.75,2.323219666032441,5.1739653025521894,1.0675804892666205,4.0,12.0,6.45,7.2,2,B,SL
0.9432466982360317,0.5904838268309153,0.5226144649887235,2.176336579956611,0.5,2.7039891084635315,4.880325688420142,1.1809676536618305,4.0,13.0,7.25,7.75,2,B,SL
0.9868509298955417,0.7236539137301629,0.47859995466789435,2.4804302905680764,0.4500000000000002,2.3357236532424404,4.816153943810517,1.60811980828925,4.0,14.0,7.8,8.25,2,B,SL
0.982954961726279,0.5545427310675417,0.5645452675315035,2.0151254988247205,0.3999999999999986,2.7189369166814137,4.734062415506134,1.3863568276688591,4.0,15.0,8.3,8.7,2,B,SL
2.2414942727145344,1.4976981611895677,0.5012975551760627,8.238199876086025,1.0999999999999996,2.3731739149441107,10.611373791030136,1.3615437828996073,4.0,16.0,8.75,9.85,2,B,SL
0.6107679810986817,0.04479890475464776,0.5840100817576179,0.2839380717707858,0.049999999999998934,6.197149275260154,6.48108734703094,0.8959780950929743,4.0,17.0,9.9,9.95,2,B,SL
0.8532052858326967,0.7170660747008072,0.41651984485412197,2.8301964861588664,0.3000000000000007,2.6995014962713397,5.529697982430206,2.390220249002685,4.0,18.0,10.0,10.3,2,B,SL
