dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,15.0,[ 5  9 13 17 21 25 29 33],"[0.4606513444735025, 0.6479306843982905, 0.7861286686067889, 0.9089124812634516, 0.9827759643164931, 1.0523636502026086, 1.1287715934904414, 1.1425319918523558]","[0.4798014  0.63931965 0.76507557 0.87216206 0.96696593 1.05290131
 1.13204649 1.20577759]",$r$,dfa (short)
Shuffled,15.0,[ 5  9 13 17 21 25 29 33],"[0.4705530560274482, 0.6279025136099061, 0.7309955017494111, 0.8166580260369405, 0.8844999547402662, 0.9394731046223522, 0.9920722579960519, 1.0095907471705081]","[0.48570663 0.61735108 0.7172896  0.80026165 0.87232201 0.93664056
 0.99511572 1.04898778]",$r$,dfa (short)
Trace,16.0,[ 5  9 13 17 21 25 29 33],"[0.3784350954872904, 0.5633931387117179, 0.6627879073599814, 0.7247025572885136, 0.7679572833392349, 0.8236926991900912, 0.8478244564941633, 0.8362896972875684]","[0.41593195 0.53125813 0.61915217 0.69231663 0.75598569 0.81290551
 0.86472358 0.91251772]",$r$,dfa (short)
Shuffled,16.0,[ 5  9 13 17 21 25 29 33],"[0.385580462950018, 0.5556067859111317, 0.6995213436376462, 0.820506707496288, 0.9281692394850001, 1.0605552542225793, 1.1892182881951252, 1.312016611412584]","[0.38047262 0.5546457  0.7021389  0.83393397 0.95494633 1.06790963
 1.17454017 1.27600374]",$r$,dfa (short)
Trace,17.0,[ 5  9 13],"[0.44707662175022705, 0.6067693759175283, 0.6854072969706596]",[0.451901   0.59008073 0.69726779],$r$,dfa (short)
Shuffled,17.0,[ 5  9 13],"[0.4790929202318657, 0.6124920463279132, 0.7280230953763276]",[0.47767432 0.61722981 0.7245804 ],$r$,dfa (short)
Trace,18.0,[ 5  9 13],"[0.5228849177236496, 0.6604402382131679, 0.6948153918498149]",[0.53067595 0.63554014 0.71143739],$r$,dfa (short)
Shuffled,18.0,[ 5  9 13],"[0.371073658755216, 0.4896765821124378, 0.549611192520878]",[0.374429   0.47835587 0.55757647],$r$,dfa (short)
Trace,45.0,[ 5  9 13 17],"[0.4672335447072833, 0.5960073245616658, 0.7030364432355174, 0.811952122216914]",[0.46344491 0.60274364 0.71045445 0.8009896 ],$r$,dfa (short)
Shuffled,45.0,[ 5  9 13 17],"[0.4241515120143841, 0.6086948285745234, 0.7570709453633637, 0.8994123529600071]",[0.42407438 0.6076097  0.76091128 0.8966342 ],$r$,dfa (short)
Trace,46.0,[ 5  9 13 17],"[0.4108411157584489, 0.565346861525072, 0.6889755442210483, 0.6781523604532129]",[0.42357503 0.54833537 0.6444467  0.72503062],$r$,dfa (short)
Shuffled,46.0,[ 5  9 13 17],"[0.4144251037967986, 0.7119858156255913, 0.9121312285463378, 0.9853626399600036]",[0.43381908 0.66532937 0.86942052 1.05680676],$r$,dfa (short)
Trace,47.0,[ 5  9 13],"[0.3650474134787072, 0.5400866138098986, 0.5699748425446718]",[0.37603334 0.50003808 0.59763902],$r$,dfa (short)
Shuffled,47.0,[ 5  9 13],"[0.5146743753582474, 0.765476292266354, 0.7757004049643645]",[0.53378389 0.69629108 0.82224646],$r$,dfa (short)
Trace,15.0,[ 5  9 13 17 21 25 29 33],"[0.4208525449052835, 0.661371200656825, 0.8183297335256797, 0.9309188127542116, 1.0341264830510954, 1.114310932344686, 1.1883119744123603, 1.250437165040021]","[0.45248019 0.6302376  0.77541186 0.90200742 1.01611722 1.12106253
 1.21889622 1.31099479]",$\phi$,dfa (short)
Shuffled,15.0,[ 5  9 13 17 21 25 29 33],"[0.48960093006931477, 0.6365231001893595, 0.7327790745728764, 0.8157502501749326, 0.8977435671424382, 0.9705234781456684, 1.0320177023604042, 1.060250657905968]","[0.49348325 0.62971145 0.73345644 0.81977125 0.89485489 0.96195835
 1.02303132 1.07934901]",$\phi$,dfa (short)
Trace,16.0,[ 5  9 13 17 21 25 29 33],"[0.4456133841310789, 0.6358430179575262, 0.7373482676192791, 0.818002770232563, 0.8620116816594416, 0.8845025679920356, 0.9165060230239285, 0.9283102487370496]","[0.48502575 0.60624182 0.69703663 0.77174145 0.83618148 0.89338383
 0.94515101 0.99265502]",$\phi$,dfa (short)
Shuffled,16.0,[ 5  9 13 17 21 25 29 33],"[0.4192957823333819, 0.629453241893015, 0.7913552186000381, 0.9232151965941159, 1.0554266919845312, 1.217652601310907, 1.3809425625975764, 1.5411995951392512]","[0.41606753 0.61839434 0.79238073 0.94946852 1.09484102 1.23140542
 1.36099919 1.48487729]",$\phi$,dfa (short)
Trace,17.0,[ 5  9 13],"[0.4790889349392134, 0.5814799573479474, 0.6406629678551127]",[0.48089389 0.57582589 0.64452544],$\phi$,dfa (short)
Shuffled,17.0,[ 5  9 13],"[0.49881552823865377, 0.6564448341892023, 0.7892651622573575]",[0.49785181 0.65975184 0.78682914],$\phi$,dfa (short)
Trace,18.0,[ 5  9 13],"[0.43170653277031973, 0.6456791275823834, 0.762542075741298]",[0.43746815 0.62381438 0.77887427],$\phi$,dfa (short)
Shuffled,18.0,[ 5  9 13],"[0.348650468953774, 0.45834075676932606, 0.49391919581048616]",[0.35390046 0.44088194 0.505861  ],$\phi$,dfa (short)
Trace,45.0,[ 5  9 13 17],"[0.4420992306787251, 0.7253968854850862, 0.8743984556076353, 1.0025257939183079]",[0.45812896 0.67916692 0.86885776 1.03989006],$\phi$,dfa (short)
Shuffled,45.0,[ 5  9 13 17],"[0.47248908714330157, 0.7031455683463902, 0.8576088431144306, 0.9418137074994922]",[0.48403128 0.67806917 0.83726618 0.97651813],$\phi$,dfa (short)
Trace,46.0,[ 5  9 13 17],"[0.4965811500521886, 0.599902015696231, 0.7446778420361607, 0.7978798133233364]",[0.49073956 0.62199193 0.7214081  0.80382151],$\phi$,dfa (short)
Shuffled,46.0,[ 5  9 13 17],"[0.5004944678537963, 0.721658928450133, 0.8377306737969888, 0.9052001059100624]",[0.51523805 0.68744963 0.82335623 0.93916889],$\phi$,dfa (short)
Trace,47.0,[ 5  9 13],"[0.4427810745179679, 0.6080860423611905, 0.6725670495643508]",[0.44953991 0.58461419 0.6890521 ],$\phi$,dfa (short)
Shuffled,47.0,[ 5  9 13],"[0.47175358946020207, 0.7235348120946367, 0.8015022713117862]",[0.48399821 0.67692813 0.83501271],$\phi$,dfa (short)
Trace,48.0,[ 5  9 13],"[0.5117367311764804, 0.6860816383865691, 0.7406886998856169]",[0.52028614 0.65717082 0.76056717],$\phi$,dfa (short)
Shuffled,48.0,[ 5  9 13],"[0.4811112837839162, 0.5824520724443563, 0.6659506115941268]",[0.48003921 0.58583813 0.66358019],$\phi$,dfa (short)
Trace,15.0,[ 5  9 13 17 21 25 29 33],"[0.43357996601270954, 0.7832872969538862, 0.948699089511517, 1.1007156605881712, 1.2639718377701918, 1.4451002815488665, 1.5942232646844972, 1.727799861202036]","[0.46911397 0.70854454 0.91707903 1.1069865  1.28388072 1.45093263
 1.61015745 1.76293786]",$f$,dfa (short)
Shuffled,15.0,[ 5  9 13 17 21 25 29 33],"[0.5120377380576906, 0.7272414242994542, 0.8802350777917343, 0.956524000196222, 1.008145270572393, 1.0692915334142485, 1.1133192434124648, 1.1547761902233853]","[0.55016109 0.70312461 0.81975906 0.91687864 1.00141437 1.07700366
 1.14582909 1.20931881]",$f$,dfa (short)
Trace,16.0,[ 5  9 13 17 21 25 29 33],"[0.42114414843934667, 0.755841616101122, 1.0318161370549195, 1.2571783804483851, 1.4326968491118792, 1.5447457215044795, 1.6285086062860998, 1.7154495526995144]","[0.46902501 0.72442823 0.95084558 1.15951781 1.35565982 1.5422462
 1.72118198 1.89378251]",$f$,dfa (short)
Shuffled,16.0,[ 5  9 13 17 21 25 29 33],"[0.46172268745632467, 0.708569433826901, 0.8402905350552045, 0.9614481935940676, 1.0742655793860996, 1.194142061724339, 1.320346035402223, 1.4428173348199207]","[0.47724912 0.67095306 0.83032699 0.96999993 1.09637367 1.21295215
 1.3219081  1.42470221]",$f$,dfa (short)
Trace,17.0,[ 5  9 13],"[0.47098131114058817, 0.7289298891599112, 0.9371811781682255]",[0.47258669 0.72251315 0.94229254],$f$,dfa (short)
Shuffled,17.0,[ 5  9 13],"[0.47245067714313776, 0.6226490101912253, 0.790202469061188]",[0.46766804 0.63933025 0.77745491],$f$,dfa (short)
Trace,18.0,[ 5  9 13],"[0.3784335580482119, 0.6148986136709065, 0.7897633614228938]",[0.38158089 0.60180666 0.80028842],$f$,dfa (short)
Shuffled,18.0,[ 5  9 13],"[0.49543272686869044, 0.6068002862691, 0.7180440407516062]",[0.49225607 0.61702791 0.71069893],$f$,dfa (short)
Trace,45.0,[ 5  9 13 17],"[0.42804301356177404, 0.8410228334166107, 1.1207877209168422, 1.3664636209697718]",[0.44614179 0.78051727 1.10751347 1.42959231],$f$,dfa (short)
Shuffled,45.0,[ 5  9 13 17],"[0.47197675115128485, 0.6167186886082278, 0.7216219700337617, 0.7931671917093638]",[0.47516433 0.61107401 0.71522322 0.80223749],$f$,dfa (short)
Trace,46.0,[ 5  9 13 17],"[0.4203032766902713, 0.7863055666535538, 1.0333652985395092, 1.2202250462536648]",[0.43773467 0.73335929 1.01279021 1.28174225],$f$,dfa (short)
Shuffled,46.0,[ 5  9 13 17],"[0.47121454542000785, 0.7251022424568184, 0.7301124112410906, 0.7274638510390091]",[0.50938995 0.62881505 0.71737957 0.78976301],$f$,dfa (short)
Trace,47.0,[ 5  9 13],"[0.44033944250185547, 0.7612638178236304, 0.9997290373581248]",[0.44514408 0.7400971  1.01722209],$f$,dfa (short)
Shuffled,47.0,[ 5  9 13],"[0.38421075493416623, 0.7573257072441373, 0.9751067493655678]",[0.39458422 0.70667253 1.0175282 ],$f$,dfa (short)
Trace,15.0,[ 5  9 13 17 21 25 29 33],"[0.3887335983798597, 0.6874766477873903, 0.8788724806626673, 1.0648617011190642, 1.2471503191962854, 1.3728651467754767, 1.4533207885856705, 1.517589463591714]","[0.42401612 0.64733029 0.84348547 1.02314596 1.19122373 1.35050637
 1.50277201 1.64924435]",$\Delta$,dfa (short)
Shuffled,15.0,[ 5  9 13 17 21 25 29 33],"[0.4017330536838372, 0.6133821162092045, 0.7149886129202621, 0.7762335587845071, 0.8215667822754118, 0.8551665304289962, 0.8894678298396667, 0.9089183546943013]","[0.44710197 0.56920473 0.66201996 0.73914515 0.8061717  0.86602898
 0.92047235 0.97064918]",$\Delta$,dfa (short)
Trace,16.0,[ 5  9 13 17 21 25 29 33],"[0.41904733228343105, 0.5937547234466624, 0.687742066370544, 0.8117134960775829, 0.8787395644485779, 0.9477443010361926, 1.035041106638403, 1.0595453816329208]","[0.43138859 0.57636471 0.69090286 0.7885783  0.87514538 0.95368378
 1.02606997 1.09354738]",$\Delta$,dfa (short)
Shuffled,16.0,[ 5  9 13 17 21 25 29 33],"[0.36517975200258074, 0.5855139266214564, 0.7585868507056972, 0.8837522148311424, 0.9924038397336173, 1.1015638118839757, 1.209030013915381, 1.3131192716393965]","[0.38405383 0.56689266 0.72326397 0.86392796 0.99373837 1.11540934
 1.23065225 1.34063365]",$\Delta$,dfa (short)
Trace,17.0,[ 5  9 13],"[0.48593234029469634, 0.6998696099827015, 0.8069732595298258]",[0.49244463 0.67607361 0.82432923],$\Delta$,dfa (short)
Shuffled,17.0,[ 5  9 13],"[0.5215370722236976, 0.6319125728169745, 0.7401056244834492]",[0.51847715 0.64164894 0.73317692],$\Delta$,dfa (short)
Trace,18.0,[ 5  9 13],"[0.3210336745945809, 0.5795815216244924, 0.7799995204873583]",[0.32466856 0.56287124 0.79416393],$\Delta$,dfa (short)
Shuffled,18.0,[ 5  9 13],"[0.391728280016074, 0.4911899664550722, 0.5681279026784289]",[0.39148756 0.49197516 0.56756995],$\Delta$,dfa (short)
Trace,45.0,[ 5  9 13 17],"[0.3306248102294178, 0.6627492093091885, 0.8843821290726536, 1.0852251687365322]",[0.3453715  0.61200634 0.87538821 1.13658353],$\Delta$,dfa (short)
Shuffled,45.0,[ 5  9 13 17],"[0.44026362981897676, 0.7041167320956528, 0.8375391210631253, 0.9470250238811958]",[0.45622245 0.65969983 0.83090243 0.98322063],$\Delta$,dfa (short)
Trace,46.0,[ 5  9 13 17],"[0.5217247613601942, 0.6320848632718518, 0.7124057063489765, 0.7720911219398362]",[0.52245405 0.63114944 0.71037027 0.77436855],$\Delta$,dfa (short)
Shuffled,46.0,[ 5  9 13 17],"[0.48565930242474775, 0.7208699818345056, 0.8545427352550362, 0.9534495741602891]",[0.49799133 0.68986709 0.84589497 0.98155924],$\Delta$,dfa (short)
Trace,47.0,[ 5  9 13],"[0.4001838840022232, 0.5813114476925577, 0.6991317208111881]",[0.40323818 0.56993941 0.70768036],$\Delta$,dfa (short)
Shuffled,47.0,[ 5  9 13],"[0.4353214088714542, 0.7117826377412171, 0.7914362427488767]",[0.44914171 0.65626283 0.83197861],$\Delta$,dfa (short)
Trace,48.0,[ 5  9 13],"[0.6018508801824767, 0.7188565840174244, 0.8137989040461832]",[0.60064704 0.72260631 0.81119855],$\Delta$,dfa (short)
Shuffled,48.0,[ 5  9 13],"[0.5159117905579219, 0.6119178423055925, 0.6188879626598541]",[0.52360486 0.5888298  0.63370504],$\Delta$,dfa (short)
Trace,15.0,[ 5  9 13 17 21 25 29 33],"[0.41146251036416936, 0.6934644925068616, 0.9078737488361158, 1.0479431063950349, 1.1788588273432474, 1.2769398808579153, 1.3191892546311847, 1.3472174717505498]","[0.45753455 0.66167624 0.8334541  0.9862939  1.12617523 1.25641188
 1.37907872 1.49558188]",$\tau$,dfa (short)
Shuffled,15.0,[ 5  9 13 17 21 25 29 33],"[0.4752491690496096, 0.6402053967851166, 0.7329347780869319, 0.8288272518336036, 0.933832549710506, 1.0307164421389765, 1.105689931702108, 1.1519394110140377]","[0.47517696 0.62728399 0.74630818 0.84715659 0.9361006  1.01647887
 1.09031724 1.15895355]",$\tau$,dfa (short)
