dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,15.0,[ 5  9 13 17 21 25 29 33],"[0.4606513444735026, 0.6479306843982907, 0.7861286686067889, 0.9089124812634519, 0.9827759643164932, 1.0523636502026084, 1.1287715934904414, 1.1425319918523553]","[0.4798014  0.63931965 0.76507557 0.87216206 0.96696593 1.05290131
 1.13204649 1.20577759]",$r$,dfa (short)
Shuffled,15.0,[ 5  9 13 17 21 25 29 33],"[0.4681743822081177, 0.6634475575778581, 0.8010469415267925, 0.9695780906164736, 1.1150604920226574, 1.2583089922850024, 1.4202866795545068, 1.5493711365693557]","[0.4553205  0.6611024  0.83480898 0.98969479 1.13167782 1.26404344
 1.38885155 1.50749973]",$r$,dfa (short)
Trace,16.0,[ 5  9 13 17 21 25 29 33],"[0.3784350954872904, 0.563393138711718, 0.6627879073599815, 0.7247025572885135, 0.7679572833392352, 0.8236926991900912, 0.8478244564941633, 0.8362896972875684]","[0.41593195 0.53125813 0.61915217 0.69231663 0.75598569 0.81290551
 0.86472358 0.91251772]",$r$,dfa (short)
Shuffled,16.0,[ 5  9 13 17 21 25 29 33],"[0.4408617095797766, 0.6648360049773175, 0.7993324009810471, 0.8502949672871536, 0.8836555147557902, 0.9107730155056055, 0.9507543602045395, 1.0101881065441973]","[0.49124443 0.62272652 0.72232881 0.80490325 0.87654061 0.9404258
 0.99846454 1.05190089]",$r$,dfa (short)
Trace,17.0,[ 5  9 13],"[0.4470766217502271, 0.6067693759175286, 0.6854072969706597]",[0.451901   0.59008073 0.69726779],$r$,dfa (short)
Shuffled,17.0,[ 5  9 13],"[0.5234868709399927, 0.61909393590019, 0.7447092165434459]",[0.51704875 0.63932453 0.73012331],$r$,dfa (short)
Trace,18.0,[ 5  9 13],"[0.5228849177236495, 0.6604402382131674, 0.6948153918498146]",[0.53067595 0.63554014 0.71143739],$r$,dfa (short)
Shuffled,18.0,[ 5  9 13],"[0.47827659487008845, 0.7779942445416603, 0.8749815196150215]",[0.49234198 0.7215524  0.91647294],$r$,dfa (short)
Trace,45.0,[ 5  9 13 17],"[0.46723354470728345, 0.5960073245616662, 0.7030364432355176, 0.8119521222169144]",[0.46344491 0.60274364 0.71045445 0.8009896 ],$r$,dfa (short)
Shuffled,45.0,[ 5  9 13 17],"[0.47770929539927814, 0.6588060720239292, 0.7591734944510588, 0.7712945657728413]",[0.49403506 0.6279721  0.72965563 0.81407898],$r$,dfa (short)
Trace,46.0,[ 5  9 13 17],"[0.4108411157584489, 0.565346861525072, 0.6889755442210483, 0.6781523604532129]",[0.42357503 0.54833537 0.6444467  0.72503062],$r$,dfa (short)
Shuffled,46.0,[ 5  9 13 17],"[0.4476399897569505, 0.739504533091771, 0.8581444517041863, 0.8619420071078675]",[0.47888019 0.66393377 0.81451182 0.94549479],$r$,dfa (short)
Trace,47.0,[ 5  9 13],"[0.3650474134787071, 0.5400866138098985, 0.5699748425446718]",[0.37603334 0.50003808 0.59763902],$r$,dfa (short)
Shuffled,47.0,[ 5  9 13],"[0.43060519395227864, 0.4807182513620768, 0.5052909518043815]",[0.43187723 0.47704779 0.507679  ],$r$,dfa (short)
Trace,15.0,[ 5  9 13 17 21 25 29 33],"[0.4208525449052835, 0.661371200656825, 0.8183297335256796, 0.9309188127542118, 1.0341264830510954, 1.114310932344686, 1.1883119744123605, 1.2504371650400214]","[0.45248019 0.6302376  0.77541186 0.90200742 1.01611722 1.12106253
 1.21889622 1.31099479]",$\phi$,dfa (short)
Shuffled,15.0,[ 5  9 13 17 21 25 29 33],"[0.48317499373717493, 0.655526104695685, 0.799745072038278, 0.9195230522704719, 1.0345170122106335, 1.16130634405196, 1.2926977817066074, 1.4035457945859264]","[0.47293704 0.65797704 0.80896129 0.94054251 1.05909116 1.16807801
 1.26964751 1.36523707]",$\phi$,dfa (short)
Trace,16.0,[ 5  9 13 17 21 25 29 33],"[0.4456133841310789, 0.6358430179575261, 0.7373482676192791, 0.818002770232563, 0.8620116816594416, 0.8845025679920357, 0.9165060230239285, 0.9283102487370494]","[0.48502575 0.60624182 0.69703663 0.77174145 0.83618148 0.89338383
 0.94515101 0.99265502]",$\phi$,dfa (short)
Shuffled,16.0,[ 5  9 13 17 21 25 29 33],"[0.4284252274719881, 0.6887042435048248, 0.8523172571446355, 0.9521182612973519, 1.0155833811714334, 1.060150119487964, 1.0985082785682014, 1.1496033381121997]","[0.48134976 0.64575136 0.77606111 0.88743028 0.98629774 1.07611577
 1.1589908  1.23632028]",$\phi$,dfa (short)
Trace,17.0,[ 5  9 13],"[0.4790889349392135, 0.5814799573479474, 0.6406629678551127]",[0.48089389 0.57582589 0.64452544],$\phi$,dfa (short)
Shuffled,17.0,[ 5  9 13],"[0.4734295464878166, 0.6479934817707537, 0.7440861895557042]",[0.47771376 0.63300118 0.75487835],$\phi$,dfa (short)
Trace,18.0,[ 5  9 13],"[0.4317065327703197, 0.6456791275823834, 0.7625420757412978]",[0.43746815 0.62381438 0.77887427],$\phi$,dfa (short)
