dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,3.0,[ 5  9 13],"[0.45801977960419626, 0.5635386153006546, 0.7322224840761058]",[0.44872882 0.5943613  0.70862504],$r$,dfa (short)
Shuffled,3.0,[ 5  9 13],"[0.44292360766219785, 0.6105510502267112, 0.7844915335801589]",[0.43951085 0.62294648 0.77485196],$r$,dfa (short)
Trace,4.0,[ 5  9 13],"[0.5177919878126167, 0.6817347370778615, 0.7820554452487942]",[0.52059399 0.67224121 0.78883108],$r$,dfa (short)
Shuffled,4.0,[ 5  9 13],"[0.437292469820023, 0.5936738425658098, 0.7954889305334638]",[0.43047221 0.61842516 0.77574999],$r$,dfa (short)
Trace,7.0,[ 5  9 13],"[0.3924779647520074, 0.6538260299911361, 0.6695434679986075]",[0.41088475 0.58041803 0.7204359 ],$r$,dfa (short)
Shuffled,7.0,[ 5  9 13],"[0.5318689284186293, 0.7177616617376353, 0.8808254900989689]",[0.53045196 0.72275435 0.87707752],$r$,dfa (short)
Trace,25.0,[ 5  9 13 17],"[0.4533855066717105, 0.5547587441930448, 0.5884274604252772, 0.6314359342648138]",[0.45995588 0.53781591 0.59309387 0.63697261],$r$,dfa (short)
Shuffled,25.0,[ 5  9 13 17],"[0.5062475281193978, 0.7369110032000094, 0.775898469488581, 0.85591200762705]",[0.52790726 0.67541668 0.78799021 0.88178303],$r$,dfa (short)
Trace,26.0,[ 5  9 13 17],"[0.5167691188886937, 0.6447997691329967, 0.6762937358301379, 0.6976815212183851]",[0.53093343 0.61375078 0.67200948 0.71797031],$r$,dfa (short)
Shuffled,26.0,[ 5  9 13 17],"[0.4563192849024786, 0.695348431200486, 0.7669366189798055, 0.8177419199446301]",[0.47944161 0.63543379 0.75788611 0.86186067],$r$,dfa (short)
Trace,27.0,[ 5  9 13],"[0.46879111296541187, 0.5976045771774794, 0.7073987856885255]",[0.4675724  0.60166043 0.70446152],$r$,dfa (short)
Shuffled,27.0,[ 5  9 13],"[0.45850213353375324, 0.7272015040172081, 0.8088876938848324]",[0.47163511 0.67574912 0.84623843],$r$,dfa (short)
Trace,28.0,[ 5  9 13],"[0.43973695933318546, 0.5067379441362527, 0.5474055137113765]",[0.44052372 0.50438968 0.54897185],$r$,dfa (short)
Shuffled,28.0,[ 5  9 13],"[0.549785311739935, 0.6636745067986626, 0.6853602880994428]",[0.55713481 0.64116454 0.70006347],$r$,dfa (short)
Trace,35.0,[ 5  9 13 17 21 25 29],"[0.46439321814063866, 0.6062865754905032, 0.6848590337254011, 0.7281650298124369, 0.7740934711650971, 0.8032452743311977, 0.8341890507211315]","[0.48423626 0.58600954 0.66029009 0.72035415 0.77148888 0.81640271
 0.8566905 ]",$r$,dfa (short)
Shuffled,35.0,[ 5  9 13 17 21 25 29],"[0.4608433190339326, 0.6465085232165599, 0.8109421774871305, 0.901517895035094, 0.9343917242634886, 0.9577269192010273, 0.9804665950821358]","[0.49338612 0.63701735 0.7474318  0.83987632 0.92067632 0.99316633
 1.05935425]",$r$,dfa (short)
Trace,36.0,[ 5  9 13 17 21 25 29 33],"[0.4788630532587836, 0.6351591825023691, 0.7134875092895259, 0.7330809131682942, 0.7681668396312911, 0.7811458686628456, 0.7826343434133487, 0.78894008495356]","[0.52161397 0.60460525 0.6631132  0.70933774 0.74800613 0.78149406
 0.81117972 0.8379402 ]",$r$,dfa (short)
Shuffled,36.0,[ 5  9 13 17 21 25 29 33],"[0.5176312007278594, 0.7182068962944804, 0.8624404123668462, 0.9317053118047277, 0.9537356751605813, 0.9766507777350779, 0.9732735372133878, 0.9781452035682555]","[0.57285411 0.69582227 0.78583923 0.85877299 0.92095766 0.97564334
 1.02474627 1.06950232]",$r$,dfa (short)
Trace,41.0,[ 5  9 13 17 21 25],"[0.4561461866802157, 0.5631601741556844, 0.6182959070791517, 0.6627130520219194, 0.6833456060242364, 0.6954335013598291]",[0.4698358  0.54885164 0.60490773 0.64938159 0.68670369 0.71910835],$r$,dfa (short)
