dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,3.0,[ 5  9 13],"[0.4580197796041964, 0.5635386153006546, 0.732222484076106]",[0.44872882 0.5943613  0.70862504],$r$,dfa (short)
Shuffled,3.0,[ 5  9 13],"[0.4507047435901534, 0.5690655198599378, 0.6053142769443535]",[0.45662368 0.55009629 0.61807072],$r$,dfa (short)
Trace,4.0,[ 5  9 13],"[0.5177919878126167, 0.6817347370778616, 0.7820554452487944]",[0.52059399 0.67224121 0.78883108],$r$,dfa (short)
Shuffled,4.0,[ 5  9 13],"[0.4610762298591122, 0.6266786990107189, 0.7606533229344863]",[0.46095021 0.62712399 0.76032103],$r$,dfa (short)
Trace,7.0,[ 5  9 13],"[0.39247796475200736, 0.6538260299911361, 0.6695434679986075]",[0.41088475 0.58041803 0.7204359 ],$r$,dfa (short)
Shuffled,7.0,[ 5  9 13],"[0.4155830683322044, 0.4714774791569033, 0.4929710137867052]",[0.41780388 0.46499314 0.49718861],$r$,dfa (short)
Trace,25.0,[ 5  9 13 17],"[0.45338550667171035, 0.5547587441930447, 0.588427460425277, 0.6314359342648139]",[0.45995588 0.53781591 0.59309387 0.63697261],$r$,dfa (short)
Shuffled,25.0,[ 5  9 13 17],"[0.466148878678101, 0.6919442892824655, 0.8001211581113113, 0.9101313615732859]",[0.47809007 0.65793381 0.80340956 0.9294514 ],$r$,dfa (short)
Trace,26.0,[ 5  9 13 17],"[0.5167691188886938, 0.6447997691329969, 0.6762937358301379, 0.6976815212183851]",[0.53093343 0.61375078 0.67200948 0.71797031],$r$,dfa (short)
Shuffled,26.0,[ 5  9 13 17],"[0.5142352992374054, 0.622552629546181, 0.6779575928966387, 0.7393047513092421]",[0.51701692 0.61395717 0.683643   0.739421  ],$r$,dfa (short)
Trace,27.0,[ 5  9 13],"[0.468791112965412, 0.5976045771774796, 0.7073987856885255]",[0.4675724  0.60166043 0.70446152],$r$,dfa (short)
Shuffled,27.0,[ 5  9 13],"[0.43498892844071735, 0.6620942750171133, 0.7526084966304926]",[0.44416953 0.6271198  0.77815816],$r$,dfa (short)
Trace,28.0,[ 5  9 13],"[0.4397369593331855, 0.5067379441362526, 0.5474055137113762]",[0.44052372 0.50438968 0.54897185],$r$,dfa (short)
Shuffled,28.0,[ 5  9 13],"[0.48124906273934953, 0.6302799083724488, 0.6728621028231859]",[0.48902844 0.60455712 0.69033194],$r$,dfa (short)
Trace,35.0,[ 5  9 13 17 21 25 29],"[0.46439321814063866, 0.6062865754905034, 0.6848590337254011, 0.728165029812437, 0.7740934711650973, 0.803245274331198, 0.8341890507211318]","[0.48423626 0.58600954 0.66029009 0.72035415 0.77148888 0.81640271
 0.8566905 ]",$r$,dfa (short)
Shuffled,35.0,[ 5  9 13 17 21 25 29],"[0.4579031024952363, 0.6930798474082065, 0.9093242869246164, 1.0734401449344255, 1.1782492862161054, 1.2966134166400385, 1.4229264397191947]","[0.47247791 0.68872022 0.87182812 1.03544107 1.18566384 1.32589136
 1.4582551 ]",$r$,dfa (short)
Trace,36.0,[ 5  9 13 17 21 25 29 33],"[0.4788630532587835, 0.6351591825023692, 0.7134875092895259, 0.733080913168294, 0.7681668396312908, 0.7811458686628456, 0.7826343434133485, 0.78894008495356]","[0.52161397 0.60460525 0.6631132  0.70933774 0.74800613 0.78149406
 0.81117972 0.8379402 ]",$r$,dfa (short)
Shuffled,36.0,[ 5  9 13 17 21 25 29 33],"[0.44741310641128246, 0.6807497840497361, 0.786090039531129, 0.8458407093626843, 0.9063021873880225, 0.9736204222542132, 1.0572996195836317, 1.159676156018179]","[0.4796684  0.6289435  0.74512202 0.84320244 0.92946783 1.00725311
 1.07857711 1.14477049]",$r$,dfa (short)
