dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,1.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73 77 81 85 89],"[0.3761242317099762, 0.5526333082063519, 0.6601428740545366, 0.7053871260418664, 0.7571727671318276, 0.8219701810833381, 0.8629475935560637, 0.9086999710511084, 0.9649563485000682, 1.0039483923483774, 1.0478057082671026, 1.1014902962202877, 1.1378043408432104, 1.1712559233090298, 1.2079568115322954, 1.2329545143512708, 1.2567295544836639, 1.2866125868500948, 1.3088616832919542, 1.3309920306309007, 1.3592984420930843, 1.3821075847268527]","[0.41083798 0.52808187 0.61789098 0.69290408 0.75834985 0.81697928
 0.87044635 0.91983506 0.96590041 1.00919256 1.05012674 1.08902525
 1.12614401 1.16169021 1.19583425 1.22871828 1.26046228 1.29116863
 1.32092544 1.34980923 1.37788691 1.4052174 ]",$r$,dfa (short)
Shuffled,1.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73 77 81 85 89],"[0.38582275160591517, 0.5553814612352285, 0.6595183842145872, 0.7584161905161223, 0.8526350550070961, 0.9298233053126408, 0.9964535159504304, 1.0544658307064596, 1.108023855162592, 1.157553697008834, 1.2116678349846484, 1.2615575653651498, 1.3035035709790537, 1.3481835238831343, 1.3883523330754117, 1.423478028088213, 1.4534757732485457, 1.471388707549364, 1.4845714186568413, 1.4931537267471184, 1.4974251315337346, 1.4991959893648805]","[0.42221481 0.55618885 0.66084666 0.74942176 0.82747405 0.89796067
 0.96267463 1.02279932 1.07916384 1.13237551 1.18289481 1.23108061
 1.27721901 1.32154237 1.36424244 1.40547962 1.44538971 1.48408883
 1.52167723 1.55824211 1.59385992 1.62859811]",$r$,dfa (short)
Trace,2.0,[ 5  9 13 17 21 25 29 33 37 41 45],"[0.4675605931657575, 0.6163715767313285, 0.7044218676218984, 0.7566935381931913, 0.7930040986975802, 0.8333870283478866, 0.8526718158132562, 0.8725026255632786, 0.8926262217748305, 0.9046492507065428, 0.9174999708464464]","[0.50715791 0.60174624 0.66969568 0.72405937 0.76997084 0.81003693
 0.84578217 0.87818328 0.90790741 0.93543259 0.96111421]",$r$,dfa (short)
Shuffled,2.0,[ 5  9 13 17 21 25 29 33 37 41 45],"[0.4475127619734015, 0.6732640418368647, 0.8530791946968741, 1.0112906102476154, 1.1669038092525386, 1.3067515772164462, 1.4056391543002262, 1.4934061536242325, 1.5764511100853467, 1.645729745757452, 1.69608333473543]","[0.46868964 0.67132718 0.84054285 0.99033033 1.12688499 1.25362575
 1.37268623 1.48550845 1.59312343 1.69629985 1.79562973]",$r$,dfa (short)
Trace,4.0,[ 5  9 13 17 21 25 29 33],"[0.3765493942160172, 0.51355932186345, 0.5617921137851445, 0.5810928057456919, 0.5982677424940056, 0.6303808929869917, 0.6527647867051376, 0.6659805258023556]","[0.40677181 0.47887093 0.53033942 0.571344   0.60586317 0.63591021
 0.66265936 0.68686122]",$r$,dfa (short)
Shuffled,4.0,[ 5  9 13 17 21 25 29 33],"[0.36677184407161334, 0.5916462950627852, 0.7053409176332965, 0.7852118028982019, 0.8903189096183372, 0.9839798707198248, 1.0643279634278862, 1.1392070999077593]","[0.39136648 0.54904538 0.67855992 0.79193544 0.89442736 0.98890949
 1.07716251 1.16038284]",$r$,dfa (short)
Trace,6.0,[ 5  9 13 17],"[0.3655455584654279, 0.5197146345784514, 0.6069701969423951, 0.6759127137171793]",[0.37289628 0.50140746 0.60345634 0.69077998],$r$,dfa (short)
Shuffled,6.0,[ 5  9 13 17],"[0.44548686210638383, 0.6268985789405105, 0.7065288267790355, 0.8273286267351906]",[0.45182154 0.60384737 0.72398418 0.82645068],$r$,dfa (short)
Trace,7.0,[ 5  9 13 17 21 25 29 33],"[0.4264804045746394, 0.5819718450785925, 0.7642043830751407, 0.8987015628203813, 1.0332919329387202, 1.103498137212678, 1.118429905250755, 1.1039348132763698]","[0.43907218 0.60500631 0.73936641 0.85585679 0.96039983 1.05620851
 1.14526143 1.22888122]",$r$,dfa (short)
Shuffled,7.0,[ 5  9 13 17 21 25 29 33],"[0.43299174516752315, 0.6459693675015399, 0.8137828450893548, 0.9645366289290622, 1.1079601738247475, 1.2282557283867355, 1.3561887714773062, 1.494492644188368]","[0.43637661 0.63885257 0.81089288 0.96497275 1.10669087 1.23916665
 1.36436148 1.48360924]",$r$,dfa (short)
Trace,8.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69],"[0.4925891436717495, 0.7157245534684208, 0.8215593609219372, 0.9141306647580337, 0.9853488406186379, 0.9951229154955313, 1.0065189102606271, 1.0253242626937193, 1.034241851646668, 1.0443417620571065, 1.0553720781308338, 1.05842832459892, 1.0659715838793034, 1.07363139475603, 1.0755714528232994, 1.0812673796891814, 1.0890964072874678]","[0.61034466 0.70700653 0.77511743 0.82891052 0.87389868 0.91285165
 0.94737587 0.97849347 1.00689862 1.03308616 1.05742234 1.08018649
 1.10159693 1.12182779 1.14102042 1.15929124 1.17673739]",$r$,dfa (short)
