dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,6.0,[ 5  9 13 17 21 25 29 33],"[0.46209285377036186, 0.643760433908191, 0.73935958243892, 0.779487924455176, 0.8172560353449484, 0.857696256000887, 0.8843059179370174, 0.9089302061034132]","[0.49980072 0.61020912 0.69136541 0.75730174 0.81363765 0.86326316
 0.9078852  0.94860627]",$r$,dfa (short)
Shuffled,6.0,[ 5  9 13 17 21 25 29 33],"[0.4202305462638994, 0.6796284453280782, 0.8374155084428924, 0.9120129527950375, 0.9674092863932681, 1.0019490313324066, 1.029500566695002, 1.0714162727123526]","[0.47917368 0.63105902 0.7496844  0.8500668  0.93851442 1.01838202
 1.09170352 1.1598212 ]",$r$,dfa (short)
Trace,8.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57],"[0.45049396570219646, 0.5836816199407203, 0.6998472246470558, 0.751374215300105, 0.7922705122991656, 0.8461969597558425, 0.8794399096970931, 0.8980835689098956, 0.9310057355673648, 0.95465184116126, 0.9678531742409476, 0.9952434036535278, 1.016194769527405, 1.0304180590973298]","[0.48568093 0.58739167 0.66158941 0.72156641 0.77261406 0.81744228
 0.85764639 0.89425403 0.92797044 0.95930294 0.98863009 1.0162427
 1.04236957 1.06719433]",$r$,dfa (short)
Shuffled,8.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57],"[0.41089893674463823, 0.6285023812877886, 0.7830181571056635, 0.8674326121010505, 0.9281659280338964, 1.0013923840569958, 1.058677225572281, 1.1130776666717446, 1.1728093599836351, 1.2173153984498495, 1.2606715950322716, 1.315368382503074, 1.3669762545023196, 1.4211687553956605]","[0.46094623 0.60739374 0.7218232  0.81868404 0.9040482  0.98114556
 1.05193472 1.11770847 1.17937261 1.23759071 1.2928659  1.34559033
 1.39607664 1.44457875]",$r$,dfa (short)
Trace,9.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53],"[0.4672132168534378, 0.6495296975098763, 0.7032520310484695, 0.7368366994267348, 0.7954913056341699, 0.8213672700898268, 0.8532608965751607, 0.8924655172570833, 0.9132549087123494, 0.9342734919899095, 0.9572665018435055, 0.9694584650587824, 0.9832268776476335]","[0.51222929 0.60710678 0.67520471 0.7296555  0.77562031 0.81571875
 0.85148225 0.88389163 0.9136167  0.94113726 0.96680995 0.99090784
 1.01364508]",$r$,dfa (short)
Shuffled,9.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53],"[0.4426807392491279, 0.6565132149372777, 0.788838410845722, 0.9073498609614926, 1.0082259932467614, 1.1028566141456957, 1.197423563361027, 1.2988901313963397, 1.3965764065206427, 1.481254469913815, 1.5496210922695592, 1.5941685535799712, 1.6217580583579896]","[0.45982235 0.63478369 0.77666437 0.89979842 1.01038759 1.11179922
 1.20610828 1.29470256 1.37856548 1.45842455 1.53483625 1.60823773
 1.67897995]",$r$,dfa (short)
Trace,11.0,[ 5  9 13 17 21 25 29 33 37 41],"[0.42436499708814757, 0.5629282303721115, 0.6572129697586229, 0.7201913719225556, 0.7721302583213183, 0.8265864795286468, 0.8312285924177801, 0.8379277366196861, 0.8454620063551153, 0.8440319799617038]","[0.45949912 0.55720108 0.62862625 0.68644441 0.73570769 0.77900647
 0.81786713 0.85327362 0.88590163 0.91623752]",$r$,dfa (short)
Shuffled,11.0,[ 5  9 13 17 21 25 29 33 37 41],"[0.4474613836191313, 0.705907437195077, 0.8322929326562297, 0.9387342713886427, 1.0394543344801233, 1.1108126758688304, 1.1692098119818772, 1.2143340622368655, 1.235062964886043, 1.2512160795539917]","[0.50208026 0.66316002 0.7892602  0.89613527 0.99041537 1.07563102
 1.15392484 1.22671205 1.2949848  1.35947025]",$r$,dfa (short)
Trace,12.0,[ 5  9 13],"[0.401743436215928, 0.52282398972414, 0.5467871055327389]",[0.40928932 0.49814511 0.56329549],$r$,dfa (short)
Shuffled,12.0,[ 5  9 13],"[0.5245131541048211, 0.8150384223972059, 0.9206848689600936]",[0.53717955 0.76603779 0.9564798 ],$r$,dfa (short)
Trace,13.0,[ 5  9 13 17 21 25 29 33 37],"[0.4565779043868984, 0.5892992218612412, 0.7149372871937573, 0.7550633932167108, 0.7705883343901779, 0.8117711462781138, 0.8219599641470731, 0.8305686083199016, 0.8543152864416946]","[0.49205893 0.58716917 0.65580742 0.71089099 0.75751845 0.7982854
 0.83471282 0.86777673 0.89814474]",$r$,dfa (short)
Shuffled,13.0,[ 5  9 13 17 21 25 29 33 37],"[0.48366558927199405, 0.6919826805666867, 0.8646880888773936, 1.072322378334051, 1.2635900087500909, 1.4076643428990727, 1.522993828470943, 1.6270039479163145, 1.6972575705536104]","[0.47972267 0.70313429 0.89313984 1.06341618 1.22010574 1.36663267
 1.50515083 1.63712546 1.76361001]",$r$,dfa (short)
