dataset,lineage_ID,slope,intercept,std_err,variable,kind
Trace,1.0,0.4382685830770459,-1.4071062454822267,0.05056175492902778,$r$,dfa (short)
Shuffled,1.0,0.5416608131799038,-1.6736046655095247,0.03612964528557677,$r$,dfa (short)
Trace,2.0,0.3280467231853695,-1.1331469884788232,0.0426682367308866,$r$,dfa (short)
Shuffled,2.0,0.46424112592213723,-1.3471599508568106,0.03253531970418472,$r$,dfa (short)
Trace,3.0,0.343715754272436,-1.206995624505716,0.0346854337507753,$r$,dfa (short)
Shuffled,3.0,0.5487606396875412,-1.6404283036234977,0.07478278851231393,$r$,dfa (short)
Trace,4.0,0.43214832736056485,-1.230696966916405,0.06067269630722263,$r$,dfa (short)
Shuffled,4.0,0.4802894797303418,-1.3924619851335052,0.013380728950294905,$r$,dfa (short)
Trace,5.0,0.38166049140618574,-1.1181366838485023,0.027730518757714716,$r$,dfa (short)
Shuffled,5.0,0.643040897261813,-1.796740145060639,0.07425735708619563,$r$,dfa (short)
Trace,6.0,0.2784308189816514,-1.1012629688536923,0.020225773090236716,$r$,dfa (short)
Shuffled,6.0,0.5190154500665534,-1.6032728411967694,0.012887672253049192,$r$,dfa (short)
Trace,7.0,0.29411241639948144,-1.1532756981549164,0.026858014322813508,$r$,dfa (short)
Shuffled,7.0,0.4667725817494503,-1.3696833443210235,0.04619341834730884,$r$,dfa (short)
Trace,8.0,0.4063502314787514,-1.3592764137049436,0.10401411711371777,$r$,dfa (short)
Shuffled,8.0,0.5327689312129367,-1.6243364614709863,0.032095229425297016,$r$,dfa (short)
Trace,9.0,0.4441174695049799,-1.4461978730787761,0.049512734640691544,$r$,dfa (short)
Shuffled,9.0,0.28985496882663886,-1.0690157473005384,0.04541800421667793,$r$,dfa (short)
Trace,10.0,0.23359933003014,-0.997948892109692,0.045863190666161104,$r$,dfa (short)
Shuffled,10.0,0.4473811153373087,-1.398143222741233,0.02202991420091737,$r$,dfa (short)
Trace,11.0,0.4041635831113733,-1.359842128976965,0.06351125075851614,$r$,dfa (short)
Shuffled,11.0,0.5040485812126345,-1.467361647414587,0.06966022546052436,$r$,dfa (short)
Trace,12.0,0.3078561156962797,-1.0842112979843255,0.04353219848729525,$r$,dfa (short)
Shuffled,12.0,0.6244087626269788,-1.731776550580205,0.015784153427945494,$r$,dfa (short)
Trace,13.0,0.32374130823684377,-1.2318026949446774,0.025127290143862186,$r$,dfa (short)
Shuffled,13.0,0.595795078278663,-1.6955459795404746,0.06356018135541175,$r$,dfa (short)
Trace,14.0,0.27638363260146676,-1.0997151432728074,0.02603405424232208,$r$,dfa (short)
Shuffled,14.0,0.4849981835806664,-1.5875056758905446,0.023488063912320223,$r$,dfa (short)
Trace,15.0,0.35941114397481894,-1.152948767730353,0.010446583327665201,$r$,dfa (short)
Shuffled,15.0,0.438092672974681,-1.3244867283385853,0.07570578464017216,$r$,dfa (short)
Trace,16.0,0.5289002048381204,-1.8855710698828845,0.01921013831716231,$r$,dfa (short)
Shuffled,16.0,0.45065112435516586,-1.7007222483247495,0.07205077502838204,$r$,dfa (short)
Trace,17.0,0.27142441506648485,-1.0950652101101779,0.056455762147338384,$r$,dfa (short)
Shuffled,17.0,0.4257294779537998,-1.3136734543283812,0.020461696041514505,$r$,dfa (short)
Trace,18.0,0.5114965537292036,-1.6473253930522818,0.028370423573174486,$r$,dfa (short)
Shuffled,18.0,0.5426015698518913,-1.5860047815668936,0.036684083190087875,$r$,dfa (short)
Trace,19.0,0.1909281193900345,-0.9656611259401333,0.04427863605259031,$r$,dfa (short)
Shuffled,19.0,0.38798827526884844,-1.3255522614607715,0.028866117556942458,$r$,dfa (short)
Trace,20.0,0.4570589757409094,-1.6597765657787225,0.026013227744136582,$r$,dfa (short)
Shuffled,20.0,0.5436262378073637,-1.9299932384184992,0.016691050945236773,$r$,dfa (short)
Trace,21.0,0.18900491327155727,-0.9376233419130778,0.029155705638931648,$r$,dfa (short)
Shuffled,21.0,0.6378826465018653,-1.833052103843198,0.038218194503500114,$r$,dfa (short)
Trace,22.0,0.22895089287655876,-1.1897348425368972,0.05543014671289559,$r$,dfa (short)
Shuffled,22.0,0.44459961885040045,-1.412804730692324,0.01239560472578722,$r$,dfa (short)
Trace,23.0,0.26664475041972796,-1.055813171081701,0.031953112695459474,$r$,dfa (short)
Shuffled,23.0,0.33533250488626615,-1.2306874242190404,0.015052672424751012,$r$,dfa (short)
Trace,24.0,0.3527911077638859,-1.2728511101697744,0.0016420172712925713,$r$,dfa (short)
Shuffled,24.0,0.5838147417080622,-1.6812533765275233,0.009584256267003724,$r$,dfa (short)
Trace,25.0,0.1989974003532326,-1.1412322419543588,0.0956961419952542,$r$,dfa (short)
Shuffled,25.0,0.672894916392593,-1.9749680604767526,0.013158486190533909,$r$,dfa (short)
Trace,26.0,0.397694156403666,-1.1593628041932984,0.07545267367983154,$r$,dfa (short)
Shuffled,26.0,0.5552936699927342,-1.6047252644777752,0.05472208981475265,$r$,dfa (short)
Trace,27.0,0.19642753395098986,-0.800699570656864,0.04534203841620173,$r$,dfa (short)
Shuffled,27.0,0.518091698037271,-1.4957113590489368,0.036208955324065,$r$,dfa (short)
Trace,28.0,0.30161232091944745,-1.0433191605201828,0.02626592948017784,$r$,dfa (short)
Shuffled,28.0,0.5028923560786748,-1.408189247280455,0.09904928553975231,$r$,dfa (short)
Trace,29.0,0.1879468749228779,-0.9841074102039469,0.009763142832072512,$r$,dfa (short)
Shuffled,29.0,0.479392890661044,-1.4549048156169935,0.036468896680238484,$r$,dfa (short)
Trace,30.0,0.39814561689392997,-1.191135325631791,0.04485099921997681,$r$,dfa (short)
Shuffled,30.0,0.5867520962338654,-1.6772858858808457,0.0377240583539966,$r$,dfa (short)
Trace,1.0,0.45036252364746604,-1.3717090867089319,0.05744175112769378,$\phi$,dfa (short)
Shuffled,1.0,0.3879848493974108,-1.2622588017243515,0.04549393098004702,$\phi$,dfa (short)
Trace,2.0,0.42485042886566843,-1.3113433380018298,0.036047000311738166,$\phi$,dfa (short)
Shuffled,2.0,0.49029456333514815,-1.4506836192858505,0.03311224733465616,$\phi$,dfa (short)
Trace,3.0,0.4349536822232068,-1.3081916375483114,0.01077124709670851,$\phi$,dfa (short)
Shuffled,3.0,0.5193970017154658,-1.5423629612221865,0.07361448235010544,$\phi$,dfa (short)
Trace,4.0,0.4691373412018393,-1.3788970575011774,0.04868559068307436,$\phi$,dfa (short)
Shuffled,4.0,0.5094721492985324,-1.496588854035108,0.04386029629325179,$\phi$,dfa (short)
