dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,1.0,[ 5  9 13 17 21 25],"[0.5054622455554667, 0.6338074241123831, 0.6900623109575204, 0.7362388168156562, 0.7749049872703861, 0.794321750552064]",[0.52040608 0.61294018 0.67902182 0.73168217 0.77602224 0.81462391],$r$,dfa (short)
Shuffled,1.0,[ 5  9 13 17 21 25],"[0.4782480469370227, 0.7131704541675329, 0.9277733309294462, 1.0156690430322401, 1.0336571597775137, 1.0587416998553545]",[0.51434093 0.69275438 0.83461886 0.9561217  1.06415922 1.16243544],$r$,dfa (short)
Trace,2.0,[ 5  9 13 17 21 25 29 33 37],"[0.3380343291868945, 0.5207451204341804, 0.597578846688964, 0.6666360670237463, 0.7709134836539805, 0.8260050639608038, 0.8793775410459352, 0.9667623805482619, 1.0224979609194331]","[0.35546125 0.48507171 0.58921223 0.67903409 0.75932718 0.83267907
 0.90067787 0.96438228 1.02454043]",$r$,dfa (short)
Shuffled,2.0,[ 5  9 13 17 21 25 29 33 37],"[0.41879708044218356, 0.581884085855974, 0.7150096603034627, 0.8878993113645414, 1.011924752235069, 1.1012976851431284, 1.205233914753428, 1.2753513104746508, 1.3377806638386478]","[0.41632314 0.59160855 0.7370634  0.86527227 0.9817792  1.08963303
 1.19073124 1.28635339 1.37741256]",$r$,dfa (short)
Trace,3.0,[ 5  9 13 17 21 25],"[0.5034118894316248, 0.5898689962314874, 0.6840854666332902, 0.7596792744955821, 0.7799700752368883, 0.7764483608112943]",[0.50665751 0.60227287 0.67106301 0.7261545  0.77271588 0.81337392],$r$,dfa (short)
Shuffled,3.0,[ 5  9 13 17 21 25],"[0.43298769021612943, 0.7006899729725781, 0.9033228940643995, 1.1017049621543555, 1.2451638471174706, 1.297421659812076]",[0.45095036 0.67996119 0.8791539  1.0603903  1.22909215 1.38831963],$r$,dfa (short)
Trace,4.0,[ 5  9 13 17 21 25 29],"[0.4907012912650666, 0.6647044437408198, 0.7181104034757767, 0.7381035986938159, 0.7532317175265489, 0.7619663422028411, 0.7593391512095808]","[0.53687753 0.61589505 0.67113938 0.71454296 0.75069901 0.78190529
 0.80949001]",$r$,dfa (short)
Shuffled,4.0,[ 5  9 13 17 21 25 29],"[0.42202229922182344, 0.721280226516898, 0.839000994165643, 0.9386811298965718, 1.0498652377561206, 1.1016459423658524, 1.1314546790150004]","[0.4700871  0.64755396 0.79121904 0.91575742 1.02750985 1.12991586
 1.22509332]",$r$,dfa (short)
Trace,5.0,[ 5  9 13 17 21],"[0.5162126985012081, 0.6175163201410458, 0.6420010879031035, 0.6724766552862089, 0.6772664643994787]",[0.53076725 0.59313272 0.63582284 0.66889238 0.69614755],$r$,dfa (short)
Shuffled,5.0,[ 5  9 13 17 21],"[0.41097281878752323, 0.6312571084572413, 0.6956219231401011, 0.7235294691327896, 0.7268012034334905]",[0.44776193 0.56499241 0.65347097 0.72664167 0.79000189],$r$,dfa (short)
Trace,6.0,[ 5  9 13 17 21 25 29],"[0.5057176039301263, 0.6930258366841133, 0.8002741348887502, 0.8635632437390525, 0.8748334326445344, 0.8964856128872258, 0.911968537126486]","[0.54597824 0.66208941 0.74697485 0.81569021 0.87423909 0.92569977
 0.97188614]",$r$,dfa (short)
Shuffled,6.0,[ 5  9 13 17 21 25 29],"[0.4796878864059769, 0.7275023376559272, 0.9753735816966994, 1.1518016036689573, 1.2171383028544234, 1.2543977394102659, 1.2986232411286682]","[0.51511099 0.72444749 0.89673362 1.04775227 1.18441172 1.31049377
 1.4283437 ]",$r$,dfa (short)
Trace,7.0,[ 5  9 13 17 21 25],"[0.4510701889214271, 0.6552736694251351, 0.7890264341134358, 0.8569237338104652, 0.8930708818293532, 0.9192536340180291]",[0.48122594 0.62476978 0.73560716 0.82868238 0.91021698 0.98349877],$r$,dfa (short)
Shuffled,7.0,[ 5  9 13 17 21 25],"[0.4763905599753084, 0.6673638627832921, 0.8406503314829115, 0.9598395563840103, 1.0365683994742587, 1.0974975346423932]",[0.48776132 0.66576418 0.80881355 0.93220966 1.04252553 1.14331232],$r$,dfa (short)
Trace,8.0,[ 5  9 13 17 21],"[0.4167345571748932, 0.5421339467539382, 0.5680964274914506, 0.5732304587882225, 0.5858475983122495]",[0.43988032 0.50324492 0.54744822 0.58212614 0.61098143],$r$,dfa (short)
