dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,1.0,[ 5  9 13],"[0.516359486173039, 0.6611527300312079, 0.6803935935442558]",[0.52654483 0.6284326  0.70197252],$r$,dfa (short)
Shuffled,1.0,[ 5  9 13],"[0.45384768980294043, 0.5484415059225711, 0.5950161230643864]",[0.45645458 0.54033965 0.6004886 ],$r$,dfa (short)
Trace,2.0,[ 5  9 13],"[0.3811349735650559, 0.6198010240001325, 0.6755420500271713]",[0.39424587 0.5676563  0.71306786],$r$,dfa (short)
Shuffled,2.0,[ 5  9 13],"[0.4221579826431954, 0.7129139890424346, 0.8664223870211861]",[0.43094228 0.67576613 0.89541895],$r$,dfa (short)
Trace,3.0,[ 5  9 13 17],"[0.4359455392931164, 0.6182986993276105, 0.7161841226752865, 0.8458428577833462]",[0.44020766 0.60151922 0.73126883 0.8432586 ],$r$,dfa (short)
Shuffled,3.0,[ 5  9 13 17],"[0.4688509071541304, 0.7175445815247251, 0.8026548373648517, 0.8396015389500221]",[0.49369278 0.656166   0.78399285 0.89269501],$r$,dfa (short)
Trace,4.0,[ 5  9 13 17 21],"[0.34210351735358274, 0.5467844934003993, 0.6425174743456791, 0.7472276090987969, 0.9061970530391301]",[0.35104129 0.51396914 0.65241615 0.77641581 0.89047125],$r$,dfa (short)
Shuffled,4.0,[ 5  9 13 17 21],"[0.2600439278418288, 0.46928993796146173, 0.5419487481299067, 0.5642409665498215, 0.5999485226006174]",[0.29016773 0.40520148 0.49934198 0.58154807 0.65572379],$r$,dfa (short)
Trace,5.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53],"[0.48238519379966394, 0.6589053279228395, 0.736876147355933, 0.7945522169602778, 0.8389791401479095, 0.8758659622508447, 0.9096281637000919, 0.9383140770499175, 0.9541544976659257, 0.9566924887432547, 0.9578283736749424, 0.9592119361750505, 0.9619378507747663]","[0.54191967 0.63682508 0.7044759  0.75832055 0.80361576 0.84301951
 0.87808106 0.90979026 0.93882165 0.96565758 0.99065599 1.01409055
 1.03617561]",$r$,dfa (short)
Shuffled,5.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53],"[0.45706532701131963, 0.7085658396725233, 0.9047260971324221, 1.0873909727824063, 1.2490969864405628, 1.3857029071521993, 1.4992641951495398, 1.5715741147131863, 1.6017272751979592, 1.5980093575873806, 1.5829241575449313, 1.5764307184543704, 1.5750085302081638]","[0.52955425 0.72355712 0.87959327 1.01426662 1.1347149  1.24479608
 1.34687907 1.44254362 1.53290638 1.61879166 1.70082872 1.77951105
 1.85523423]",$r$,dfa (short)
Trace,6.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57],"[0.45229651533093534, 0.5595387705868321, 0.6358620880151673, 0.6690795361547724, 0.6834295430728751, 0.7186910353911387, 0.7494019766116009, 0.771191741444558, 0.8040513677099655, 0.8358072250007132, 0.8641006770396257, 0.8966452597384946, 0.9261028063574626, 0.9496768413936693]","[0.46298708 0.5474706  0.60799513 0.65632978 0.69709309 0.73262685
 0.76429896 0.79298495 0.81928236 0.84361903 0.86631285 0.88760709
 0.90769249 0.92672166]",$r$,dfa (short)
Shuffled,6.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57],"[0.46577465027733256, 0.6218074540314616, 0.7322169729951045, 0.8234647491480979, 0.9072574683409985, 0.9851306286865409, 1.0665043402973668, 1.153257425590125, 1.242442712656086, 1.3249899851381695, 1.3970294478664316, 1.452183053444862, 1.4928361219414406, 1.5269854795040103]","[0.45601138 0.61109003 0.7339029  0.83880328 0.93188674 1.01641995
 1.0943953  1.16713421 1.23556631 1.30037504 1.36208026 1.42108831
 1.47772395 1.53225158]",$r$,dfa (short)
Trace,7.0,"[  5   9  13  17  21  25  29  33  37  41  45  49  53  57  61  65  69  73
  77  81  85  89  93  97 101 105 109 113 117]","[0.4010655572022651, 0.5854663155103733, 0.6803198733760265, 0.7498648487868341, 0.7913995699284607, 0.8146644047990502, 0.8407984172574198, 0.8697677096069347, 0.8923198891486799, 0.9165217167503144, 0.9434713418767819, 0.9616841722903304, 0.9790385675044304, 1.0011904893099572, 1.0180483904093232, 1.034433169987636, 1.0532732877293338, 1.0702547603952814, 1.0865888071090477, 1.1032526548339479, 1.1165437793516009, 1.128860598650082, 1.1420423636730042, 1.1527291629728489, 1.1622499157813984, 1.1678490967198036, 1.1711863416516781, 1.175216757105036, 1.1790139694317219]","[0.48520486 0.5772702  0.64355232 0.69665992 0.74156037 0.78077915
 0.81579462 0.84755465 0.87670712 0.90371651 0.92892832 0.95260726
 0.97496105 0.99615602 1.01632762 1.0355878  1.05403023 1.07173417
 1.08876734 1.10518811 1.12104719 1.13638892 1.15125233 1.16567199
 1.17967866 1.19329983 1.20656023 1.21948213 1.23208572]",$r$,dfa (short)
Shuffled,7.0,"[  5   9  13  17  21  25  29  33  37  41  45  49  53  57  61  65  69  73
  77  81  85  89  93  97 101 105 109 113 117]","[0.4161107529889908, 0.6108638937128479, 0.7458386590077483, 0.884417931317992, 0.9852571191279942, 1.0791755979695221, 1.1784924713218001, 1.2598497446720585, 1.3353837537823512, 1.4185046202964526, 1.491858674279469, 1.5613139625771342, 1.6417671628029609, 1.7123918633639796, 1.7781265414152223, 1.8495812691909628, 1.9152038915418559, 1.978501874965297, 2.0469194136209383, 2.1088646488211857, 2.1675787166634377, 2.2297914723878343, 2.2886526356427166, 2.3460591651096867, 2.405802509733478, 2.462725735939783, 2.5157557364935874, 2.567709351145184, 2.6166335214455034]","[0.42791005 0.59921392 0.73971491 0.86258721 0.97358177 1.07584083
 1.17131016 1.26129645 1.3467288  1.42829666 1.50652878 1.58184152
 1.65456989 1.72498836 1.79332522 1.85977286 1.92449524 1.98763351
 2.04931023 2.10963267 2.16869535 2.2265821  2.28336767 2.33911908
 2.3938967  2.44775513 2.50074396 2.55290842 2.60428983]",$r$,dfa (short)
