dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,1.0,[ 5  9 13 17],"[0.4505425917542343, 0.5706997651667177, 0.6189460056559138, 0.6395805383680145]",[0.4616336  0.54796352 0.61000151 0.65964699],$r$,dfa (short)
Shuffled,1.0,[ 5  9 13 17],"[0.4564360965399001, 0.6524971025658778, 0.8255220891150227, 0.9899157849434559]",[0.45404443 0.65779586 0.82948725 0.98239539],$r$,dfa (short)
Trace,2.0,[ 5  9 13],"[0.40339729833170707, 0.7044168470808925, 0.7274453371003082]",[0.42369674 0.62004812 0.786833  ],$r$,dfa (short)
Shuffled,2.0,[ 5  9 13],"[0.38274154176069763, 0.7618575481186312, 0.8265856061262455]",[0.40403593 0.66187046 0.90131007],$r$,dfa (short)
Trace,3.0,[ 5  9 13 17 21],"[0.5062241534898005, 0.6034090773723513, 0.6396154430786419, 0.6575540186143102, 0.6563680214590587]",[0.52208633 0.58198887 0.6229112  0.65456903 0.68063441],$r$,dfa (short)
Shuffled,3.0,[ 5  9 13 17 21],"[0.44184073282641684, 0.6476521889734085, 0.8141160721197389, 0.9278613984355261, 0.9730270130704474]",[0.45472278 0.6344588  0.78145145 0.90975169 1.02547932],$r$,dfa (short)
Trace,4.0,[ 5  9 13 17 21],"[0.3421035173535828, 0.5467844934003993, 0.642517474345679, 0.7472276090987968, 0.9061970530391301]",[0.35104129 0.51396914 0.65241615 0.77641581 0.89047125],$r$,dfa (short)
Shuffled,4.0,[ 5  9 13 17 21],"[0.4052733344587344, 0.6113390715253322, 0.79883607301271, 0.9115268206987268, 1.0115088999988713]",[0.41364456 0.60452667 0.76649346 0.91141726 1.04462046],$r$,dfa (short)
Trace,5.0,[ 5  9 13 17],"[0.5359366699099316, 0.6022855454493423, 0.6207068557882036, 0.6416004004328661]",[0.54152307 0.58980119 0.62216942 0.64689801],$r$,dfa (short)
Shuffled,5.0,[ 5  9 13 17],"[0.49080090787061753, 0.5938904418367117, 0.6840594464879544, 0.785793979051565]",[0.48443433 0.60490927 0.69507807 0.76922873],$r$,dfa (short)
Trace,6.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73 77 81 85 89 93 97],"[0.48635496996042016, 0.6383532444429658, 0.7382471997202369, 0.8168336492859185, 0.8622660921486893, 0.8887623017851172, 0.9127964661978584, 0.9317981967154898, 0.947202937703215, 0.9624340364296878, 0.9724228023350425, 0.9797958475154568, 0.9928404361517622, 1.0043215590461985, 1.015403135687707, 1.0305366652619452, 1.0427594044152355, 1.0527952468412953, 1.0644030144781667, 1.0735267195517317, 1.0811312701108586, 1.0860611081320686, 1.091694072618649, 1.0968856613516529]","[0.57150232 0.65589575 0.71491888 0.76130201 0.79994679 0.83330576
 0.86279679 0.88931969 0.91348415 0.93572394 0.95635955 0.97563503
 0.99374085 1.01082875 1.02702173 1.042421   1.0571109  1.07116254
 1.08463645 1.09758462 1.11005209 1.12207811 1.13369713 1.1449396 ]",$r$,dfa (short)
Shuffled,6.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73 77 81 85 89 93 97],"[0.4618947877126559, 0.655207969428983, 0.7945007261886393, 0.9007927315883657, 1.0046160247028544, 1.1132223619497585, 1.2172799421238973, 1.3126227384990956, 1.4146301098020904, 1.5165065394069575, 1.6082211451077515, 1.7059101448666745, 1.809962097005131, 1.9081030416840956, 2.0057802047635884, 2.098888023126499, 2.189244350373646, 2.274698890122436, 2.3560044962736684, 2.4301626985273836, 2.499583577419969, 2.5644723742805464, 2.6242303835993184, 2.681750563980907]","[0.43684712 0.62403718 0.78001948 0.91789425 1.0434516  1.15988302
 1.26917837 1.37268149 1.47135257 1.56590706 1.65689574 1.74475379
 1.8298324  1.91242013 1.99275757 2.071048   2.14746504 2.22215846
 2.29525858 2.36687964 2.43712252 2.50607681 2.57382255 2.6404316 ]",$r$,dfa (short)
Trace,7.0,[ 5  9 13 17 21 25 29 33 37],"[0.5449526087833297, 0.6940714321118329, 0.7562963000364022, 0.7914902179510221, 0.832267515807532, 0.8487243015499805, 0.8662951893606627, 0.8949041459807215, 0.9143408358658691]","[0.57813651 0.66587833 0.72741973 0.77587478 0.81630442 0.85124487
 0.88216424 0.9099951  0.93536994]",$r$,dfa (short)
Shuffled,7.0,[ 5  9 13 17 21 25 29 33 37],"[0.4883657571270338, 0.6799881536533797, 0.8443330557043245, 1.0066259919611957, 1.1386022860528389, 1.2519239129995194, 1.3199423616817225, 1.364873886815201, 1.4083924413327336]","[0.49941782 0.68887463 0.84240878 0.97559741 1.09517663 1.20480256
 1.3067275  1.40245749 1.4930595 ]",$r$,dfa (short)
Trace,8.0,[ 5  9 13],"[0.44758064945256976, 0.603043276616335, 0.7541777359597407]",[0.44501112 0.61213292 0.74726888],$r$,dfa (short)
Shuffled,8.0,[ 5  9 13],"[0.26130239387755194, 0.6238215630718846, 0.799589504295676]",[0.27358394 0.55364159 0.86050133],$r$,dfa (short)
Trace,9.0,[ 5  9 13 17 21 25],"[0.5270110013323294, 0.5840947660592056, 0.6446933384293291, 0.667944786842356, 0.6683083583667827, 0.6677987002474118]",[0.53550144 0.58770811 0.6229267  0.64994388 0.67204757 0.69085046],$r$,dfa (short)
Shuffled,9.0,[ 5  9 13 17 21 25],"[0.4915367084014177, 0.6652680670750817, 0.8180392020449695, 0.9042973986132956, 1.0044917072130413, 1.086444836592594]",[0.49701206 0.66393236 0.79579009 0.90822528 1.00786682 1.09826221],$r$,dfa (short)
Trace,10.0,[ 5  9 13 17],"[0.5430520345008506, 0.6312928223492236, 0.6445945428956138, 0.6657596820128864]",[0.5529673  0.60886464 0.64667273 0.6757276 ],$r$,dfa (short)
Shuffled,10.0,[ 5  9 13 17],"[0.43528923125050406, 0.6716688194900228, 0.7972849801829207, 0.921280958572885]",[0.44647016 0.63892302 0.79951834 0.94160637],$r$,dfa (short)
Trace,11.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53],"[0.4902601329848779, 0.6018860961558036, 0.7025810545586241, 0.7708412551333619, 0.83245289949556, 0.8925136931085913, 0.9351090238994691, 0.9645999778733348, 0.9928219690713802, 1.0006463230267735, 0.9980863973942109, 0.9954361629994516, 0.9907324159494322]","[0.51411738 0.61808025 0.69355787 0.75437364 0.80600959 0.85126583
 0.89178739 0.92863213 0.96252496 0.99398671 1.02340558 1.05107948
 1.07724259]",$r$,dfa (short)
