centered,distance,r,var_old,var_young
1.0,0.0,1.0,div_and_fold,div_and_fold
1.0,1.0,-0.22453589192315365,div_and_fold,div_and_fold
1.0,2.0,-0.09623684699423739,div_and_fold,div_and_fold
1.0,3.0,-0.0422433041877384,div_and_fold,div_and_fold
1.0,4.0,-0.03589234628365284,div_and_fold,div_and_fold
1.0,5.0,0.01211547292454945,div_and_fold,div_and_fold
1.0,6.0,-0.012046181787631303,div_and_fold,div_and_fold
1.0,7.0,-0.00020102290522792688,div_and_fold,div_and_fold
1.0,8.0,-0.004452433065993437,div_and_fold,div_and_fold
1.0,9.0,0.014567445822902814,div_and_fold,div_and_fold
1.0,10.0,-0.01969149405467441,div_and_fold,div_and_fold
0.0,0.0,1.0,div_and_fold,div_and_fold
0.0,1.0,-0.23653951645887114,div_and_fold,div_and_fold
0.0,2.0,-0.10247007160311598,div_and_fold,div_and_fold
0.0,3.0,-0.0497242320307256,div_and_fold,div_and_fold
0.0,4.0,-0.04544917113354355,div_and_fold,div_and_fold
0.0,5.0,0.0032680554539598187,div_and_fold,div_and_fold
0.0,6.0,-0.02249037196831019,div_and_fold,div_and_fold
0.0,7.0,-0.012466420976823976,div_and_fold,div_and_fold
0.0,8.0,-0.017586918454059568,div_and_fold,div_and_fold
0.0,9.0,0.0064601560676408,div_and_fold,div_and_fold
0.0,10.0,-0.027289974462376583,div_and_fold,div_and_fold
1.0,0.0,0.7848280041005212,div_and_fold,fold_growth
1.0,1.0,-0.16322519190944115,div_and_fold,fold_growth
1.0,2.0,-0.0804666391216134,div_and_fold,fold_growth
1.0,3.0,-0.04689999034530094,div_and_fold,fold_growth
1.0,4.0,-0.03457163835351811,div_and_fold,fold_growth
1.0,5.0,-0.0048182862339969925,div_and_fold,fold_growth
1.0,6.0,-0.015567221009323787,div_and_fold,fold_growth
1.0,7.0,-0.0046295050519062865,div_and_fold,fold_growth
1.0,8.0,-0.00561011211745828,div_and_fold,fold_growth
1.0,9.0,0.00023631426955032266,div_and_fold,fold_growth
1.0,10.0,-0.003977619276757161,div_and_fold,fold_growth
0.0,0.0,0.8035230501891226,div_and_fold,fold_growth
0.0,1.0,-0.16719840699301963,div_and_fold,fold_growth
0.0,2.0,-0.08165409408559919,div_and_fold,fold_growth
0.0,3.0,-0.04781665514982476,div_and_fold,fold_growth
0.0,4.0,-0.03622816218559842,div_and_fold,fold_growth
0.0,5.0,-0.004484084582153439,div_and_fold,fold_growth
0.0,6.0,-0.01713870647475702,div_and_fold,fold_growth
0.0,7.0,-0.006209022634622632,div_and_fold,fold_growth
0.0,8.0,-0.008043728874296517,div_and_fold,fold_growth
0.0,9.0,-0.0014396431549140816,div_and_fold,fold_growth
0.0,10.0,-0.004471398460216595,div_and_fold,fold_growth
1.0,0.0,0.1753832390927512,div_and_fold,division_ratio
1.0,1.0,-0.04827219760677092,div_and_fold,division_ratio
