dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,5.0,[ 5  9 13],"[0.5312483259931832, 0.644368835268701, 0.7293707263180118]",[0.53098951 0.64518527 0.72880282],$r$,dfa (short)
Shuffled,5.0,[ 5  9 13],"[0.4943252045404514, 0.6282955723427669, 0.7055912185513928]",[0.4969391  0.61974423 0.71156448],$r$,dfa (short)
Trace,6.0,[ 5  9 13],"[0.5639670381072525, 0.736175996495818, 0.783857372790577]",[0.57313248 0.70597479 0.80431878],$r$,dfa (short)
Shuffled,6.0,[ 5  9 13],"[0.5470901063806239, 0.6510208246024303, 0.7443550251049278]",[0.5449591  0.65765649 0.73972594],$r$,dfa (short)
Trace,7.0,[ 5  9 13 17],"[0.5039815402622353, 0.6184205221162119, 0.6135748832050417, 0.6222319171780547]",[0.52232678 0.57706278 0.614186   0.64276633],$r$,dfa (short)
Shuffled,7.0,[ 5  9 13 17],"[0.5685835261715834, 0.749244338311681, 0.8682735038307005, 1.0091729024368263]",[0.56818387 0.74505522 0.88271884 0.99894162],$r$,dfa (short)
Trace,8.0,[ 5  9 13 17 21],"[0.4892974227878252, 0.7179751683104042, 0.7725443856146263, 0.8087674306581449, 0.8102617900744621]",[0.52793832 0.6481932  0.73698657 0.80934605 0.87131125],$r$,dfa (short)
Shuffled,8.0,[ 5  9 13 17 21],"[0.49760796708691185, 0.6648988590131145, 0.8084861007694707, 0.9213487240355385, 0.9998681368427796]",[0.49909439 0.66708293 0.7998431  0.91308141 1.01345723],$r$,dfa (short)
Trace,9.0,[ 5  9 13],"[0.381208002604012, 0.528430849959351, 0.6306678350616148]",[0.38283345 0.52262068 0.63497173],$r$,dfa (short)
Shuffled,9.0,[ 5  9 13],"[0.4215875995169629, 0.6019004864881543, 0.7762079027864528]",[0.41952848 0.60960703 0.77015682],$r$,dfa (short)
Trace,10.0,[ 5  9 13],"[0.4669464448108005, 0.5521172162432075, 0.6071093862322028]",[0.46766171 0.54992568 0.60859656],$r$,dfa (short)
Shuffled,10.0,[ 5  9 13],"[0.5294698780890559, 0.6635435839703013, 0.7847747134085409]",[0.52729094 0.67069199 0.77961876],$r$,dfa (short)
Trace,5.0,[ 5  9 13],"[0.5700208674863795, 0.7492804323319048, 0.8019542681805943]",[0.57921086 0.71877962 0.82272045],$\phi$,dfa (short)
Shuffled,5.0,[ 5  9 13],"[0.46615514246121204, 0.5758191159137827, 0.6174644026899099]",[0.47068434 0.56153202 0.62708182],$\phi$,dfa (short)
Trace,6.0,[ 5  9 13],"[0.6126256606333949, 0.7762210514246192, 0.806301345405029]",[0.6231712  0.74254927 0.82860078],$\phi$,dfa (short)
Shuffled,6.0,[ 5  9 13],"[0.5394094065255803, 0.668201192508492, 0.7688643846670377]",[0.53887652 0.66991954 0.76765062],$\phi$,dfa (short)
Trace,7.0,[ 5  9 13 17],"[0.4554523670228469, 0.5781014235228116, 0.5619204805140607, 0.5602072865513226]",[0.4779655  0.52731336 0.56074436 0.58646268],$\phi$,dfa (short)
Shuffled,7.0,[ 5  9 13 17],"[0.5196445394426443, 0.7268595970557166, 0.815366799456551, 0.8882094400220398]",[0.53400803 0.69096943 0.81184182 0.91316081],$\phi$,dfa (short)
Trace,8.0,[ 5  9 13 17 21],"[0.5391401929684408, 0.6597538955929636, 0.7110294993251148, 0.7576020359723306, 0.8106418107972594]",[0.54661235 0.64271132 0.71124483 0.76580903 0.81172035],$\phi$,dfa (short)
Shuffled,8.0,[ 5  9 13 17 21],"[0.5630569921178809, 0.7001372447681485, 0.7618291769734216, 0.8221495289295957, 0.8995700425732842]",[0.56835569 0.68365464 0.76739858 0.83489445 0.89221475],$\phi$,dfa (short)
Trace,9.0,[ 5  9 13],"[0.48858198772611233, 0.6665056293508566, 0.7054615765098333]",[0.49911041 0.6305861  0.72991723],$\phi$,dfa (short)
Shuffled,9.0,[ 5  9 13],"[0.42181655461241724, 0.6039149639175084, 0.7692782816531001]",[0.42067256 0.60819169 0.76594611],$\phi$,dfa (short)
Trace,10.0,[ 5  9 13 17],"[0.5503185650180454, 0.7745704387264045, 0.8484364828728787, 0.9212122540434783]",[0.56859567 0.72735286 0.84849406 0.94941616],$\phi$,dfa (short)
Shuffled,10.0,[ 5  9 13 17],"[0.44137673441300396, 0.5715052018669253, 0.6620787990326182, 0.715123685016401]",[0.44575853 0.56391733 0.65328099 0.72728619],$\phi$,dfa (short)
