dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,5.0,[ 5  9 13],"[0.5312483259931833, 0.6443688352687011, 0.7293707263180118]",[0.53098951 0.64518527 0.72880282],$r$,dfa (short)
Shuffled,5.0,[ 5  9 13],"[0.4484443911524438, 0.6961971256960074, 0.8173089297446576]",[0.45649906 0.6647264  0.84089982],$r$,dfa (short)
Trace,6.0,[ 5  9 13],"[0.5639670381072523, 0.736175996495818, 0.783857372790577]",[0.57313248 0.70597479 0.80431878],$r$,dfa (short)
Shuffled,6.0,[ 5  9 13],"[0.5694264813587295, 0.7622762326518666, 0.8353045949210931]",[0.57751868 0.73483216 0.85435963],$r$,dfa (short)
Trace,7.0,[ 5  9 13 17],"[0.5039815402622354, 0.6184205221162121, 0.6135748832050419, 0.6222319171780549]",[0.52232678 0.57706278 0.614186   0.64276633],$r$,dfa (short)
Shuffled,7.0,[ 5  9 13 17],"[0.44240566530106595, 0.7109738135481082, 0.878841437800686, 0.9895194643880508]",[0.4565021  0.67486723 0.86184963 1.03018811],$r$,dfa (short)
Trace,8.0,[ 5  9 13 17 21],"[0.4892974227878251, 0.7179751683104042, 0.7725443856146263, 0.8087674306581449, 0.8102617900744621]",[0.52793832 0.6481932  0.73698657 0.80934605 0.87131125],$r$,dfa (short)
Shuffled,8.0,[ 5  9 13 17 21],"[0.42036522696608236, 0.673409697889074, 0.7732484642358478, 0.8468215991459608, 0.9405221448895056]",[0.44640435 0.61459753 0.75069654 0.8686419  0.97445492],$r$,dfa (short)
Trace,9.0,[ 5  9 13],"[0.381208002604012, 0.528430849959351, 0.6306678350616148]",[0.38283345 0.52262068 0.63497173],$r$,dfa (short)
Shuffled,9.0,[ 5  9 13],"[0.43151025257489534, 0.4817605246257598, 0.4913210175476047]",[0.43481965 0.47229079 0.49735792],$r$,dfa (short)
Trace,10.0,[ 5  9 13],"[0.4669464448108004, 0.5521172162432076, 0.6071093862322031]",[0.46766171 0.54992568 0.60859656],$r$,dfa (short)
