dataset,lineage_ID,slope,intercept,std_err,variable,kind
Trace,1.0,0.36584226407946824,-1.2672555276616828,0.03323524808099387,$r$,dfa (short)
Shuffled,1.0,0.5031374076311137,-1.5120103299484566,0.025036542924755004,$r$,dfa (short)
Trace,2.0,0.36362230896074843,-1.299892831712562,0.08248155052264398,$r$,dfa (short)
Shuffled,2.0,0.6997894174610545,-1.912793886190244,0.013758370828981587,$r$,dfa (short)
Trace,3.0,0.21888585246627026,-0.9353056652977432,0.023172735980027493,$r$,dfa (short)
Shuffled,3.0,0.4938564598556906,-1.531789852756386,0.02375427932753734,$r$,dfa (short)
Trace,4.0,0.21494216471578576,-0.9948567501553354,0.03277080627993579,$r$,dfa (short)
Shuffled,4.0,0.5684027695792495,-1.7389592171928743,0.041879217637672335,$r$,dfa (short)
Trace,5.0,0.2335107844448522,-1.0569125808280764,0.03501413725767589,$r$,dfa (short)
Shuffled,5.0,0.4958282428977722,-1.5078891146086049,0.06708694393821761,$r$,dfa (short)
Trace,6.0,0.5055068740144899,-1.9566836729717998,0.031474638913945335,$r$,dfa (short)
Shuffled,6.0,0.7623215988115981,-2.4898705739919866,0.013585261860480891,$r$,dfa (short)
Trace,7.0,0.34749737889214294,-1.5749172540089087,0.06532862984192417,$r$,dfa (short)
Shuffled,7.0,0.5150079455648097,-1.8456601313582404,0.0451824656392525,$r$,dfa (short)
Trace,8.0,0.20839336963663652,-0.8776387201629408,0.026050981362126618,$r$,dfa (short)
Shuffled,8.0,0.49465358646579116,-1.459679894487534,0.017352083420238508,$r$,dfa (short)
Trace,9.0,0.2456481184982225,-1.2909123609627553,0.08826525370866702,$r$,dfa (short)
Shuffled,9.0,0.6752392652917024,-2.1264385231209113,0.02072247165434893,$r$,dfa (short)
Trace,10.0,0.11558401166772969,-0.7367487814208395,0.016590428869697485,$r$,dfa (short)
Shuffled,10.0,0.4703590467490381,-1.324964377922104,0.03727986131413449,$r$,dfa (short)
Trace,11.0,0.24171407193819516,-0.8912589257153896,0.024253771979482235,$r$,dfa (short)
Shuffled,11.0,0.37945740006535816,-1.1863391989092837,0.04520579729921611,$r$,dfa (short)
Trace,12.0,0.502385191400882,-1.832910831281941,0.04061826259812485,$r$,dfa (short)
Shuffled,12.0,0.6380040013241427,-1.9589256106567283,0.018182141492833086,$r$,dfa (short)
Trace,13.0,0.41508382586291587,-1.4185496161374844,0.025244936310147764,$r$,dfa (short)
Shuffled,13.0,0.43481946155266116,-1.476694373253744,0.020349815560392656,$r$,dfa (short)
Trace,14.0,0.29225795935911353,-1.0530963008149437,0.02937985352758039,$r$,dfa (short)
Shuffled,14.0,0.4404902972587396,-1.4106097986427482,0.0081504438153975,$r$,dfa (short)
Trace,15.0,0.24323244517204057,-1.0759034377763588,0.04956433586982196,$r$,dfa (short)
Shuffled,15.0,0.45012473688037546,-1.3689801985343295,0.01839809544594708,$r$,dfa (short)
Trace,16.0,0.348881035946188,-1.2025030359163458,0.03234323497986134,$r$,dfa (short)
Shuffled,16.0,0.4582361801669694,-1.3522331649943877,0.058575149887384104,$r$,dfa (short)
Trace,17.0,0.33817798384399844,-1.3359498758749535,0.01185363967834358,$r$,dfa (short)
Shuffled,17.0,0.39153876809474475,-1.4380618635536293,0.07449409614469042,$r$,dfa (short)
Trace,18.0,0.2177355955092598,-0.9594015588072442,0.028251549596801002,$r$,dfa (short)
Shuffled,18.0,0.4873695276459234,-1.4570554244689933,0.039395612539596336,$r$,dfa (short)
Trace,19.0,0.35717232885110056,-1.3665411718318616,0.0188353936928485,$r$,dfa (short)
Shuffled,19.0,0.6855333727757202,-2.006767515454752,0.037945381071149926,$r$,dfa (short)
Trace,20.0,0.4497758350674976,-1.4963055544693935,0.03436761536225591,$r$,dfa (short)
Shuffled,20.0,0.6694487710883528,-1.869062415617562,0.010627207567754897,$r$,dfa (short)
Trace,21.0,0.4403402377383209,-1.6752448527212793,0.02531422889756189,$r$,dfa (short)
Shuffled,21.0,0.4301612364646253,-1.6637397859169503,0.03897686073571261,$r$,dfa (short)
Trace,22.0,0.178523358875626,-1.0529075138724162,0.026742553983154563,$r$,dfa (short)
Shuffled,22.0,0.6017754012711576,-1.8761274934866656,0.041621387135085626,$r$,dfa (short)
Trace,23.0,0.35246824221395645,-1.3546569415353729,0.04261754740792209,$r$,dfa (short)
Shuffled,23.0,0.6363818741525802,-1.880477977763836,0.03470599393179533,$r$,dfa (short)
Trace,24.0,0.36207036229187667,-1.4645807679370137,0.060370796870131936,$r$,dfa (short)
Shuffled,24.0,0.7122906488847041,-2.2045248717870853,0.019793666690912443,$r$,dfa (short)
Trace,25.0,0.4230660239942984,-1.3879898986701966,0.06242012292591049,$r$,dfa (short)
Shuffled,25.0,0.5303160790360922,-1.5661812937789819,0.023011201313717942,$r$,dfa (short)
Trace,26.0,0.25387099125337004,-0.9532810088976014,0.019102494097629777,$r$,dfa (short)
Shuffled,26.0,0.5416269119798057,-1.6363114374058874,0.044044242539354,$r$,dfa (short)
Trace,27.0,0.41252676180012665,-1.4905404658954473,0.03988510512605877,$r$,dfa (short)
Shuffled,27.0,0.2954208694634277,-1.2047367520551384,0.02199853888610043,$r$,dfa (short)
Trace,28.0,0.5973973867399838,-1.886612922880668,0.06120241290422543,$r$,dfa (short)
Shuffled,28.0,0.4908035478079375,-1.6736453259098332,0.04752644326012247,$r$,dfa (short)
Trace,29.0,0.45866928721434563,-1.403549219407277,0.033686790433605084,$r$,dfa (short)
Shuffled,29.0,0.6123650665174495,-1.7907526031381313,0.009881772100195746,$r$,dfa (short)
Trace,30.0,0.3053468052249208,-1.1295556003443785,0.06415624487233998,$r$,dfa (short)
Shuffled,30.0,0.5308436104420944,-1.5915888630371802,0.05192178584690742,$r$,dfa (short)
Trace,31.0,0.3136741319567267,-1.2790077650784566,0.04943365749683693,$r$,dfa (short)
Shuffled,31.0,0.820121009954168,-2.2585347315858098,0.015149362807069562,$r$,dfa (short)
Trace,32.0,0.3445376308328177,-1.254777328685751,0.04314897572862011,$r$,dfa (short)
Shuffled,32.0,0.4858648512063204,-1.8231373731312517,0.023220114364964094,$r$,dfa (short)
Trace,33.0,0.27272015020755586,-0.9882616416374166,0.030627514662235136,$r$,dfa (short)
Shuffled,33.0,0.45244672464441366,-1.3505057260172069,0.04340895299681823,$r$,dfa (short)
