div_and_fold,fold_growth,division_ratio,added_length,generationtime,length_birth,length_final,growth_rate,lineage_ID,generation,start_time,end_time,trap_ID,trace,dataset
,-0.06301029637085875,,-0.4224693671965851,-0.12647058823529433,-0.08573388272358917,-0.5082032499201734,0.17598728268964936,1.0,0.0,0.55,1.0,1,A,NL
0.08571158847127514,0.08656473989246516,0.004791474160512399,0.2636497269977345,-0.026470588235294246,-0.24900432695628583,0.014645400041449541,0.20334797491163115,1.0,1.0,1.05,1.6,1,A,NL
0.013892570431109919,-0.0067602085678570845,0.0181671020236428,0.06355212470963822,-0.07647058823529429,0.09971322093188517,0.16326534564152428,0.1539608027544188,1.0,2.0,1.65,2.15,1,A,NL
0.2161414255992986,0.12479684988644868,0.044458152260953065,1.204483820753257,0.07352941176470562,0.3377865818649224,1.54227040261818,0.050993182958633865,1.0,3.0,2.2,2.85,1,A,NL
-0.1329579317586711,-0.14290191582587164,0.008486683547886287,-0.19963080532428457,-0.1264705882352941,0.8357298602715675,0.6360990549472838,-0.0015496494326019405,1.0,4.0,2.9,3.35,1,A,NL
-0.07916098493601786,-0.10340569981105407,0.01895301512312708,-0.24163067785024062,-0.026470588235294024,0.4335860597831962,0.19195538193295647,-0.14205282454931334,1.0,5.0,3.4,3.95,1,A,NL
-0.03504158510860311,-0.06447479605327888,0.02284403016562464,-0.17516942103307542,0.023529411764705355,0.2220061430170892,0.04683672198401467,-0.1627701889674682,1.0,6.0,4.0,4.6,1,A,NL
-0.02801344116076332,-0.054613779195673895,0.021411913943665817,-0.18906206514623536,0.07352941176470518,0.13604388210526297,-0.0530181830409715,-0.22502316947540024,1.0,7.0,4.65,5.3,1,A,NL
-0.09873297563945482,-0.13957182560689063,0.026929253532223973,-0.6799884114623937,-0.07647058823529429,0.11516863058577353,-0.5648197808766193,-0.11166243132364828,1.0,8.0,5.35,5.85,1,A,NL
-0.11279789909513704,-0.04514770111824784,-0.029064499363695817,-0.6480155532674119,0.023529411764705355,-0.45888442264101537,-1.1068999759084264,-0.13055836407574972,1.0,9.0,5.9,6.5,1,A,NL
-0.007021534614094493,-0.02208243693239753,0.015376003118774961,-0.5797926218170804,-0.026470588235294468,-0.5069413933949725,-1.086734015212052,0.005807653411881386,1.0,10.0,6.55,7.1,1,A,NL
0.5258462512843038,0.47346464563278734,-0.020130529872403213,2.1666049426999052,0.4235294117647057,-0.6672965247344216,1.4993084179654845,-0.027434380783490475,1.0,11.0,7.15,8.15,1,A,NL
