dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,1.0,[ 5  9 13 17 21 25 29 33 37],"[0.34344213781367006, 0.5172552852078532, 0.6224043113630103, 0.7025045661008118, 0.746473143699386, 0.8064076022682203, 0.8601226762232269, 0.8922285936397972, 0.9442959553501359]","[0.37158725 0.49334479 0.58905605 0.67040059 0.74230965 0.80741506
 0.86731691 0.92307361 0.9754281 ]",$r$,dfa (short)
Shuffled,1.0,[ 5  9 13 17 21 25 29 33 37],"[0.3739619651963124, 0.5675394367593478, 0.6226623421488005, 0.6683430308532184, 0.7045110542064088, 0.7485110060257872, 0.7874338595852954, 0.8160965284110239, 0.8478129327700149]","[0.41359962 0.51493243 0.5905947  0.65271694 0.70621754 0.75364796
 0.79652536 0.83583513 0.8722583 ]",$r$,dfa (short)
Trace,3.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53],"[0.4770312940568843, 0.6731270134307945, 0.7509211015520783, 0.7956699943384992, 0.8265230754895484, 0.8557405746850875, 0.8772743133579786, 0.8964971429696479, 0.9175290122543205, 0.9302801531379781, 0.9402414420906607, 0.9616270565036219, 0.9816623489833438]","[0.5441611  0.63567443 0.70059642 0.75210419 0.79532905 0.83285869
 0.86619834 0.89630807 0.9238412  0.9492643  0.97292324 0.99508217
 1.01594782]",$r$,dfa (short)
Shuffled,3.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53],"[0.42271725499447066, 0.6471069975344061, 0.8380588757229175, 0.9888267694110497, 1.1038613433030844, 1.2179716521342197, 1.3150891833668792, 1.3963204857241902, 1.488195574418147, 1.5632694057906231, 1.6152283291143554, 1.6739159292143122, 1.7281564505411466]","[0.4589934  0.64722987 0.80247599 0.93875063 1.06220005 1.17619281
 1.28281982 1.38348799 1.47919941 1.57069875 1.65855786 1.74322758
 1.82507105]",$r$,dfa (short)
Trace,4.0,[ 5  9 13 17 21 25 29 33 37],"[0.5231181971651214, 0.6800387620199642, 0.8157828675854054, 0.9460488799999353, 1.0219386081862094, 1.0816332666230881, 1.1466225973615058, 1.1897170246379434, 1.2277091232294468]","[0.53370967 0.68885665 0.80809282 0.90790597 0.99513496 1.07338448
 1.14482485 1.21088019 1.27254335]",$r$,dfa (short)
Shuffled,4.0,[ 5  9 13 17 21 25 29 33 37],"[0.4405726510949406, 0.6344712070003249, 0.7399069336564656, 0.8677365710376149, 0.9844348454850039, 1.0665795415192003, 1.153002670745479, 1.2391510736293732, 1.3071053472441758]","[0.4483958  0.61548813 0.75037323 0.86707854 0.97165154 1.06736756
 1.15624093 1.23961669 1.31844666]",$r$,dfa (short)
Trace,5.0,[ 5  9 13 17 21 25 29 33 37 41 45],"[0.41456584381955086, 0.619227129058918, 0.6891719655891119, 0.7207512075650695, 0.7414373260908155, 0.7599624809391458, 0.7851768301497108, 0.8005845779079266, 0.810622107786181, 0.8229211880322862, 0.8333077936133297]","[0.48383424 0.56803216 0.62800497 0.67571434 0.71583305 0.75072283
 0.78175984 0.80982305 0.83551136 0.85925288 0.8813653 ]",$r$,dfa (short)
Shuffled,5.0,[ 5  9 13 17 21 25 29 33 37 41 45],"[0.4217123410857959, 0.6354378710920137, 0.7590953919332749, 0.8765645678286563, 0.9558915857784871, 1.0240021386988283, 1.082898371729666, 1.1132299623910513, 1.1296989179722847, 1.1428119882806274, 1.147445985338773]","[0.47362063 0.61618333 0.72644737 0.81914518 0.90041819 0.97351488
 1.04039649 1.10235285 1.16028492 1.21485093 1.26654879]",$r$,dfa (short)
Trace,6.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57],"[0.45913475707638796, 0.5840591472818257, 0.6593517489656182, 0.6960328428502228, 0.7314202797384899, 0.7759818718006111, 0.7993460609354086, 0.8234200365786799, 0.863439393338911, 0.889944935951676, 0.91706243540308, 0.9594637381557423, 0.9901908214343867, 1.0207863720058907]","[0.47416855 0.56758264 0.63516551 0.68949297 0.73553857 0.77583781
 0.81187802 0.84461448 0.87470109 0.90260727 0.92868258 0.95319511
 0.97635543 0.99833231]",$r$,dfa (short)
Shuffled,6.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57],"[0.4190143680592902, 0.6796847215981907, 0.8799259968473991, 1.0523509587974331, 1.1700337652084136, 1.2471913517624311, 1.3116119321219284, 1.37146256649552, 1.423916023110731, 1.462898015391712, 1.4984970279016472, 1.533357337253652, 1.556174212411636, 1.561792133776787]","[0.50383715 0.68059381 0.82146903 0.94231396 1.04989409 1.14784786
 1.23840055 1.32303136 1.40278298 1.47842322 1.55053702 1.61958218
 1.68592505 1.74986423]",$r$,dfa (short)
Trace,7.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61],"[0.3365331209042243, 0.5583961890646595, 0.6571123099141254, 0.7187496265183757, 0.814348815748084, 0.8638201296201645, 0.8599762662989722, 0.8581326982882352, 0.8499433173953771, 0.8402464586133409, 0.8389360502418922, 0.834848774838624, 0.8297671172771875, 0.8261071974017171, 0.8199559247463054]","[0.45355301 0.5399116  0.60211285 0.65196559 0.69412367 0.73095378
 0.76384159 0.79367566 0.82106344 0.84644047 0.87013074 0.89238252
 0.91339063 0.9333111  0.952271  ]",$r$,dfa (short)
Shuffled,7.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61],"[0.3443668546646883, 0.5518922732436161, 0.7129493451659806, 0.820051815381427, 0.9204197944482387, 1.0214123927868919, 1.114524356714026, 1.2014873618878457, 1.2934176086739022, 1.3830941453586048, 1.4713968970297595, 1.5708381180891948, 1.6697715653078609, 1.7423869207550402, 1.7962071751236717]","[0.36652639 0.53324712 0.67420545 0.80002634 0.91545961 1.02314447
 1.12473681 1.22136074 1.313823   1.40272705 1.48853903 1.57162837
 1.65229408 1.73078242 1.80729924]",$r$,dfa (short)
Trace,8.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53],"[0.4367888458211928, 0.6641328285395373, 0.800078220524317, 0.8973334765006125, 0.9681019153940055, 1.0121144510713256, 1.0256355040457157, 1.0297434376346504, 1.0392964798661253, 1.048386209473779, 1.057560998720404, 1.0672039249872203, 1.0726294282031268]","[0.53149949 0.64948776 0.7362776  0.80682473 0.8671219  0.92025229
 0.9680375  1.01165435 1.05191251 1.08939569 1.1245403  1.15768217
 1.18908595]",$r$,dfa (short)
Shuffled,8.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53],"[0.4739957364647528, 0.615614879424857, 0.7045585137111466, 0.79552350856535, 0.8493185974362283, 0.8909406200781298, 0.943670972916173, 0.9907812809110192, 1.0396980305061914, 1.0960002097404047, 1.1478344399781664, 1.1920043058439975, 1.2215589661014497]","[0.48142652 0.60604717 0.69992677 0.77746623 0.84454544 0.90422961
 0.95834842 1.00809395 1.05429227 1.09754271 1.13829583 1.17690012
 1.21363143]",$r$,dfa (short)
