lineage_ID,max_gen,generation,div_and_fold,fold_growth,division_ratio,added_length,generationtime,length_birth,length_final,growth_rate
1,26,0,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,1,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,2,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,3,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,4,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,5,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,6,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,7,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,8,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,9,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,10,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,11,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,12,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,13,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,14,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,15,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,16,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,17,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,18,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,19,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,20,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,21,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,22,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,23,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,24,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
1,26,25,1.006861228514915,0.695585840934409,0.5007919083091747,2.912513478929993,0.575,2.9063178928343114,5.818831371764305,1.2251034668135803
2,26,0,1.0023623701784918,0.6831839919279818,0.5032620019792444,2.5661503979617026,0.5730769230769233,2.635237606816813,5.201388004778516,1.2009974913093893
2,26,1,1.0023623701784918,0.6831839919279818,0.5032620019792444,2.5661503979617026,0.5730769230769233,2.635237606816813,5.201388004778516,1.2009974913093893
2,26,2,1.0023623701784918,0.6831839919279818,0.5032620019792444,2.5661503979617026,0.5730769230769233,2.635237606816813,5.201388004778516,1.2009974913093893
2,26,3,1.0023623701784918,0.6831839919279818,0.5032620019792444,2.5661503979617026,0.5730769230769233,2.635237606816813,5.201388004778516,1.2009974913093893
2,26,4,1.0023623701784918,0.6831839919279818,0.5032620019792444,2.5661503979617026,0.5730769230769233,2.635237606816813,5.201388004778516,1.2009974913093893
2,26,5,1.0023623701784918,0.6831839919279818,0.5032620019792444,2.5661503979617026,0.5730769230769233,2.635237606816813,5.201388004778516,1.2009974913093893
2,26,6,1.0023623701784918,0.6831839919279818,0.5032620019792444,2.5661503979617026,0.5730769230769233,2.635237606816813,5.201388004778516,1.2009974913093893
2,26,7,1.0023623701784918,0.6831839919279818,0.5032620019792444,2.5661503979617026,0.5730769230769233,2.635237606816813,5.201388004778516,1.2009974913093893
2,26,8,1.0023623701784918,0.6831839919279818,0.5032620019792444,2.5661503979617026,0.5730769230769233,2.635237606816813,5.201388004778516,1.2009974913093893
2,26,9,1.0023623701784918,0.6831839919279818,0.5032620019792444,2.5661503979617026,0.5730769230769233,2.635237606816813,5.201388004778516,1.2009974913093893
