dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,2.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73 77 81 85 89],"[0.3836082437618895, 0.5474237483880008, 0.6403516620497178, 0.688761548831686, 0.7124777561143145, 0.7447660497738459, 0.7694277842986927, 0.79109776350667, 0.8256289316229695, 0.858142549218934, 0.8844605091946828, 0.9218070761743414, 0.958960809454853, 0.9908479028606931, 1.0314531056022636, 1.0725484892028982, 1.1062652967307753, 1.1470597586139002, 1.1876433513832123, 1.2220376050160433, 1.263087637612183, 1.3040325905166092]","[0.4078065  0.5095131  0.5856694  0.64831588 0.70234535 0.75029992
 0.79369308 0.8335088  0.87042769 0.90494275 0.93742409 0.96815761
 0.99736936 1.02524158 1.05192364 1.07753971 1.10219426 1.12597615
 1.14896167 1.17121688 1.19279941 1.21375986]",$r$,dfa (short)
Shuffled,2.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73 77 81 85 89],"[0.3862870923598267, 0.6214192722734345, 0.7607148741787042, 0.8865712979895968, 0.9826802652515234, 1.0531916847391343, 1.1302313347093278, 1.1952003652044554, 1.2617031917774917, 1.3374075740372653, 1.4077672118851663, 1.4793799078864232, 1.5599337833453388, 1.6352411043363975, 1.7080207638537612, 1.7885099881066624, 1.8674509656746772, 1.9455823331473445, 2.027841919930599, 2.10501305960832, 2.178423422885815, 2.2554717595101907]","[0.41757691 0.58407203 0.72050401 0.83974433 0.94740776 1.04656057
 1.13910074 1.22630245 1.30907145 1.38807966 1.46384231 1.53676503
 1.60717414 1.67533692 1.74147568 1.80577772 1.86840266 1.9294879
 1.98915272 2.04750149 2.1046262  2.1606084 ]",$r$,dfa (short)
Trace,4.0,[ 5  9 13 17 21 25 29 33 37 41 45 49],"[0.3418164084170992, 0.5119569031427091, 0.6138549334519131, 0.7289859692027697, 0.8206234431312475, 0.8990118801133139, 0.9821209076275432, 1.0331527888043022, 1.0726847489921438, 1.1160136171304744, 1.164083244913208, 1.2025351207550572]","[0.36332935 0.50046131 0.61146838 0.70769338 0.79403703 0.87315769
 0.94669216 1.01573452 1.08105962 1.14324041 1.20271496 1.25982728]",$r$,dfa (short)
Shuffled,4.0,[ 5  9 13 17 21 25 29 33 37 41 45 49],"[0.36549867495338606, 0.5536923609749876, 0.7749451215965903, 0.9567443517744598, 1.0887070584628271, 1.1683129234640819, 1.237662274661731, 1.296914221370487, 1.3563972158625628, 1.4241138062663892, 1.478353826692004, 1.528176695592259]","[0.4047242  0.58190031 0.73029874 0.86192506 0.98210699 1.09378947
 1.19881276 1.29842193 1.393508   1.48473578 1.5726177  1.65755905]",$r$,dfa (short)
Trace,5.0,[ 5  9 13 17 21 25 29 33 37 41],"[0.4442884950429349, 0.6600625860341276, 0.7378651178701803, 0.7923457652411614, 0.8448923372281336, 0.8691185621195088, 0.893751881407494, 0.917058485606242, 0.9236676246801598, 0.9178599159313483]","[0.50684839 0.61224831 0.68906238 0.75111371 0.8039008  0.85023811
 0.89178182 0.92959839 0.96441949 0.99677134]",$r$,dfa (short)
Shuffled,5.0,[ 5  9 13 17 21 25 29 33 37 41],"[0.502071393229624, 0.6879984411615989, 0.8566906025380236, 1.0332263643796193, 1.1786370047562045, 1.274654100286478, 1.3490948478975515, 1.4212837060953099, 1.4904391699128874, 1.5535910243085786]","[0.51028454 0.70446907 0.86194232 0.99861104 1.12135756 1.23391881
 1.3385975  1.4369338  1.53001908 1.61866073]",$r$,dfa (short)
Trace,6.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61],"[0.4365029579872893, 0.6153343899860124, 0.7062779582308795, 0.7436980596974461, 0.7624923933041078, 0.7722810786052621, 0.7670934513646279, 0.7632836793747132, 0.7556216247918548, 0.7535345989004053, 0.7515870629418417, 0.7472054146653863, 0.7453432716051116, 0.7448797436709987, 0.7422853248818381]","[0.5490624  0.60165738 0.6370935  0.6642548  0.68646238 0.70534404
 0.72182592 0.73648801 0.74971896 0.76179255 0.77290933 0.78322083
 0.79284447 0.80187318 0.81038185]",$r$,dfa (short)
Shuffled,6.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61],"[0.44401354114321573, 0.6233069256138112, 0.810600101643255, 0.9850110923871653, 1.1486464958316867, 1.2849726495623421, 1.4074304627684198, 1.5119313143724602, 1.5989083549516092, 1.680414433051817, 1.754219971989168, 1.814076623824149, 1.883562285265818, 1.951882692436324, 2.0189250607467044]","[0.45573592 0.65404477 0.81990201 0.96686977 1.10095963 1.22549193
 1.34254014 1.45350643 1.55939378 1.66095027 1.75875228 1.85325557
 1.94482824 2.03377288 2.12034198]",$r$,dfa (short)
Trace,8.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73 77],"[0.425964651418944, 0.640910500810318, 0.7127879281889327, 0.7838527998577122, 0.8403479046873176, 0.8822283832946798, 0.9384471325107367, 0.9586559633709354, 0.9615781759796573, 0.9644881164531025, 0.9700769398179833, 0.9751805547220426, 0.9790390792719618, 0.9817894563982658, 0.9817355482808654, 0.9793324751450446, 0.9765691140336222, 0.9730947619607423, 0.9700226729370303]","[0.53904971 0.62620567 0.68775976 0.73644921 0.77721644 0.81254774
 0.84388658 0.87215216 0.89796915 0.92178314 0.94392408 0.96464377
 0.98413905 1.00256705 1.0200553  1.03670892 1.05261561 1.06784941
 1.08247343]",$r$,dfa (short)
Shuffled,8.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73 77],"[0.3951465300760827, 0.5651799568844057, 0.6936236230169304, 0.7759638316717825, 0.8560452347649421, 0.9513154048135962, 1.0416497427282867, 1.1322320683034732, 1.2341070456364922, 1.3313797284321127, 1.4236432795342215, 1.518853613282718, 1.6038870487634858, 1.679639667922511, 1.7536249345478487, 1.81750030818637, 1.8697402252429909, 1.9199630056614938, 1.9595575080480665]","[0.38178222 0.54268615 0.67623858 0.79397499 0.90097822 1.00004383
 1.09291185 1.18075575 1.264413   1.34450696 1.42151705 1.49582176
 1.56772633 1.63748134 1.70529562 1.77134549 1.83578147 1.89873333
 1.96031392]",$r$,dfa (short)
Trace,9.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53],"[0.37783373326161357, 0.5386430448130785, 0.6296670368206947, 0.6911334258919122, 0.7519199954516824, 0.8068475105980036, 0.8524292283005056, 0.8944469851000333, 0.9295127642683594, 0.9609997424500126, 0.9861869322529062, 1.004115264388685, 1.023568841886201]","[0.41021516 0.52087018 0.6048063  0.6744547  0.7349187  0.78886882
 0.83790391 0.88306822 0.92508686 0.9644869  1.00166521 1.03692918
 1.07052248]",$r$,dfa (short)
Shuffled,9.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53],"[0.3635366593871945, 0.6671583258721134, 0.8475778740007116, 1.0039161536146604, 1.1772220064430943, 1.2924497591146307, 1.3676656988770672, 1.4338443693217273, 1.4778334215024411, 1.5068320366748758, 1.5203309663324505, 1.5218822235456297, 1.5175505171685997]","[0.4539962  0.63849567 0.79034057 0.92344124 1.04388637 1.15500904
 1.2588763  1.35687795 1.45000327 1.53898698 1.62439304 1.70666584
 1.78616321]",$r$,dfa (short)
Trace,10.0,[ 5  9 13 17 21 25 29],"[0.4415355157803801, 0.6614911127514175, 0.739163687074261, 0.7801469244016571, 0.8368500804348905, 0.884190476208037, 0.9089090593693925]","[0.48123912 0.60474076 0.69764564 0.77430712 0.84057914 0.89951099
 0.95292172]",$r$,dfa (short)
Shuffled,10.0,[ 5  9 13 17 21 25 29],"[0.552516190570814, 0.7819778287409512, 0.8757414080879422, 0.9725148038055347, 1.0563413581279006, 1.1509071104280988, 1.2574086370571471]","[0.57035552 0.74010621 0.87112552 0.98111815 1.07745246 1.16402146
 1.24317339]",$r$,dfa (short)
Trace,11.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73 77 81 85 89],"[0.40211385453845644, 0.6462599392303869, 0.7669509725954589, 0.8365578025335096, 0.8874336381946379, 0.9263340317158001, 0.9560711547009437, 0.9852354679971379, 1.0097612174293864, 1.028833201408561, 1.0493729859159742, 1.07090402485247, 1.0872317923147303, 1.1051716222536951, 1.1247820316089814, 1.139870970598294, 1.1568759691612855, 1.174765415705558, 1.1901793819987116, 1.2070795197241255, 1.2245831981847668, 1.2394929553582126]","[0.51721183 0.62350407 0.70084266 0.76324971 0.81629575 0.86282953
 0.90452625 0.94246399 0.97738203 1.00981183 1.0401497  1.06869993
 1.0957018  1.12134728 1.14579295 1.16916843 1.19158232 1.21312668
 1.23388024 1.25391094 1.27327789 1.29203283]",$r$,dfa (short)
Shuffled,11.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73 77 81 85 89],"[0.5128897271239251, 0.7246056866727626, 0.867992726415491, 1.002168745941625, 1.107423201504336, 1.1998880274303387, 1.2851992716146603, 1.3476942191763543, 1.3899870275956439, 1.4097758989976656, 1.4189848526913686, 1.4288699251434018, 1.4362471937545827, 1.4423252006429657, 1.4488017485922287, 1.455118641030115, 1.462313010775436, 1.4725516098574731, 1.478051598317046, 1.482173671084201, 1.4886670781461924, 1.49591814395666]","[0.6323187  0.77101634 0.87286238 0.95555155 1.02616441 1.08834029
 1.14422776 1.19521406 1.24225308 1.28603223 1.3270652  1.36574719
 1.4023895  1.43724225 1.47050981 1.50236154 1.53293956 1.56236445
 1.59073949 1.61815387 1.64468527 1.67040175]",$r$,dfa (short)
Trace,12.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65],"[0.440620318907457, 0.53326135989698, 0.5891336342017633, 0.6690475128486811, 0.7244313862376004, 0.7597288482075704, 0.8100220619158512, 0.8527873659885535, 0.8848734552616201, 0.930667582588913, 0.9745955222122903, 1.0082179806712102, 1.0525366229895525, 1.0973396598704264, 1.1352358770662752, 1.1810210848128637]","[0.42045071 0.52721857 0.60739726 0.67348125 0.73055944 0.78128009
 0.82722184 0.86941211 0.90856216 0.9451876  0.97967576 1.01232605
 1.04337532 1.07301461 1.10140059 1.12866354]",$r$,dfa (short)
Shuffled,12.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65],"[0.40346348750605654, 0.6767740407595101, 0.830544316886368, 0.9454146122937784, 1.0509519436234365, 1.1364049223153307, 1.2045321725571099, 1.2579199625176882, 1.3033999761979835, 1.3408467824607664, 1.382570211997865, 1.4253120410092173, 1.4583974637139678, 1.4888255998432782, 1.5160617758038408, 1.5391257819498598]","[0.49160158 0.65020757 0.77450679 0.87993278 0.97298621 1.05713072
 1.13446938 1.20639178 1.27387244 1.33762582 1.39819404 1.4559999
 1.51138063 1.5646103  1.6159152  1.66548473]",$r$,dfa (short)
Trace,13.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57],"[0.4634146022598566, 0.6537450070561431, 0.7622794188221673, 0.8520265218863178, 0.8852953315607582, 0.9310965576115254, 0.9788399037654694, 1.0027102838439312, 1.0322343277288544, 1.062007965676252, 1.0642507543722448, 1.0614162743648972, 1.0572005961617383, 1.0501311836716996]","[0.5327708  0.64283188 0.72296991 0.78766686 0.84267922 0.89095197
 0.93421744 0.97359077 1.0098368  1.04350549 1.07500698 1.10465627
 1.13270107 1.15934013]",$r$,dfa (short)
