dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,1.0,[ 5  9 13 17 21 25 29 33],"[0.3905889012463874, 0.6618140162194339, 0.8176972526805207, 0.8834735264136896, 0.9312305394870898, 0.9346912208286113, 0.9356613067004205, 0.9429434786399178]","[0.46561191 0.60349774 0.70982536 0.79903414 0.87712913 0.94728144
 1.01140313 1.07075033]",$r$,dfa (short)
Shuffled,1.0,[ 5  9 13 17 21 25 29 33],"[0.4656532704557101, 0.7291155074817349, 0.8462194422934441, 0.9414393210353134, 1.0425267291415836, 1.1049296301078686, 1.1644376896367963, 1.1741721196679846]","[0.50989473 0.67593035 0.8062875  0.91698595 1.01478289 1.10328226
 1.18467399 1.260406  ]",$r$,dfa (short)
Trace,2.0,[ 5  9 13 17 21 25 29 33],"[0.45306535101091555, 0.7251419393720177, 0.8923078158757973, 0.9676079860081626, 1.014464792817383, 1.0463565040532574, 1.0647215675290733, 1.0757434230999061]","[0.52140723 0.67464341 0.7926441  0.89155426 0.97808094 1.05576324
 1.12673381 1.19239302]",$r$,dfa (short)
Shuffled,2.0,[ 5  9 13 17 21 25 29 33],"[0.45618973396180534, 0.7206695069398508, 0.9098661691242351, 1.0107220486780202, 1.1003191101838448, 1.2115799233853084, 1.2965821976599425, 1.352870511504879]","[0.49376004 0.6863674  0.84342066 0.98022904 1.10344489 1.21669124
 1.32220594 1.42148866]",$r$,dfa (short)
Trace,3.0,[ 5  9 13 17 21 25 29 33],"[0.4139498104525854, 0.5642330609550394, 0.6402181373064819, 0.7188962014359614, 0.780261893863646, 0.824326980227344, 0.8451146112610826, 0.8481982754144544]","[0.43516637 0.54604743 0.62936099 0.69805422 0.75740269 0.81015265
 0.85794156 0.90183527]",$r$,dfa (short)
Shuffled,3.0,[ 5  9 13 17 21 25 29 33],"[0.4222619751630903, 0.6420469133945759, 0.8183043997283524, 0.9851564364754529, 1.077984734834175, 1.1721887623281764, 1.24256143908702, 1.2877155699638678]","[0.44606176 0.6334156  0.7887968  0.92570271 1.05007685 1.16518671
 1.27306536 1.37508351]",$r$,dfa (short)
Trace,4.0,[ 5  9 13 17 21 25 29 33],"[0.4532506667858798, 0.607387860082109, 0.6673186964510084, 0.7072238277403069, 0.7431726203548564, 0.7682984499267125, 0.7782445734618201, 0.7962596402199204]","[0.48670848 0.57496328 0.63814034 0.68856698 0.73107782 0.76812316
 0.80113382 0.83102531]",$r$,dfa (short)
Shuffled,4.0,[ 5  9 13 17 21 25 29 33],"[0.45035697590465534, 0.6758268784268906, 0.8122969823909916, 0.93537038177154, 1.0656376448327287, 1.1645605201545697, 1.25264285997505, 1.3366450880503133]","[0.46616875 0.65099438 0.80225402 0.93434013 1.05352465 1.16323035
 1.26557471 1.36197859]",$r$,dfa (short)
Trace,5.0,[ 5  9 13 17 21 25 29 33],"[0.4248972718849695, 0.5689665519306343, 0.65097351480905, 0.6989174253993808, 0.7453588039756721, 0.7634528822722192, 0.7738219916144586, 0.7878579340425936]","[0.45495666 0.54939212 0.61819799 0.67377075 0.72104046 0.76253023
 0.79972466 0.83357963]",$r$,dfa (short)
Shuffled,5.0,[ 5  9 13 17 21 25 29 33],"[0.3579273723885353, 0.6960325817807019, 0.9208016428319353, 1.0453554127953464, 1.1516938323914867, 1.255908569937649, 1.3193761281323322, 1.3706603145208514]","[0.42092149 0.62875088 0.80818024 0.97061709 1.12124529 1.26297875
 1.39766234 1.52655785]",$r$,dfa (short)
Trace,6.0,[ 5  9 13 17 21 25 29 33],"[0.4695261048746705, 0.6351802527511988, 0.692412050329932, 0.6919774346503749, 0.6955278838100332, 0.6895523936731982, 0.6849726842062912, 0.6871117657065201]","[0.5305652  0.58737122 0.62596243 0.65570591 0.68012634 0.70095924
 0.71919551 0.73545755]",$r$,dfa (short)
Shuffled,6.0,[ 5  9 13 17 21 25 29 33],"[0.513081438764885, 0.6492563642332334, 0.7650066294083063, 0.8621806781975372, 0.9368778487999166, 0.9957981182260113, 1.0323295724047403, 1.0662239245801166]","[0.51873381 0.65538748 0.75863173 0.84407247 0.91809625 0.98403772
 1.0438899  1.09895264]",$r$,dfa (short)
Trace,7.0,[ 5  9 13 17 21 25 29 33],"[0.4836120970702728, 0.6558196882751445, 0.7282515642750549, 0.7419503712497403, 0.7405347159018048, 0.7448760025911227, 0.7416278583656346, 0.7407113838289282]","[0.54377009 0.61254032 0.65991925 0.69677949 0.72725791 0.75340728
 0.77640673 0.79700058]",$r$,dfa (short)
Shuffled,7.0,[ 5  9 13 17 21 25 29 33],"[0.39090639367993424, 0.643234038588778, 0.7972076435795638, 0.9371396240208244, 1.0712888739675184, 1.1582685689860757, 1.2467370272139728, 1.3397656018959625]","[0.41844221 0.60857683 0.76928892 0.91271688 1.044286   1.16701036
 1.28278084 1.39288095]",$r$,dfa (short)
Trace,8.0,[ 5  9 13 17 21 25 29 33],"[0.432360792411167, 0.542450061284205, 0.6259058688319787, 0.6988632585441255, 0.7610819433303331, 0.8351614263078944, 0.9174086979909113, 0.9728354129582543]","[0.42280043 0.54359063 0.63613427 0.7134415  0.7808955  0.84132881
 0.89644461 0.94735921]",$r$,dfa (short)
