dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,1.0,[ 5  9 13 17 21 25 29 33],"[0.37033779260719235, 0.6085797787887032, 0.7217991910400757, 0.8025606121836353, 0.9202331849219338, 1.0073884463315712, 1.0704616357911714, 1.1454723881895368]","[0.39994138 0.560281   0.69183267 0.80690411 0.9108694  1.00666539
 1.09611094 1.18042765]",$r$,dfa (short)
Shuffled,1.0,[ 5  9 13 17 21 25 29 33],"[0.3876618933281239, 0.6260366872612453, 0.734089348303883, 0.8136358978591443, 0.8354342057283305, 0.8559627602244041, 0.8579836180210307, 0.8558326213766302]","[0.45196531 0.57158532 0.66203077 0.73691888 0.80182577 0.85966418
 0.91217557 0.96049602]",$r$,dfa (short)
Trace,2.0,[ 5  9 13 17 21 25 29 33],"[0.4363917792664033, 0.6245897348595643, 0.7380520143259658, 0.8350841963220488, 0.9225173017748942, 0.9948792828460181, 1.0435965428373217, 1.0878336491828786]","[0.45587853 0.60456511 0.7213383  0.82052248 0.90816124 0.98747847
 1.06043345 1.12832172]",$r$,dfa (short)
Shuffled,2.0,[ 5  9 13 17 21 25 29 33],"[0.4263139808646683, 0.656621526331206, 0.7865278735958922, 0.8639471453618548, 0.953022935095894, 1.0308819760576324, 1.1110385151129614, 1.1988580923491714]","[0.45481232 0.6172161  0.74713001 0.85884876 0.95849125 1.04935487
 1.13345955 1.21214973]",$r$,dfa (short)
Trace,3.0,[ 5  9 13 17 21 25 29 33],"[0.3936094025848333, 0.5430143555699358, 0.616184521168123, 0.6751400532831212, 0.7451104892574244, 0.7876093425511336, 0.8151031057829368, 0.8288054653623593]","[0.41358936 0.5211096  0.60216435 0.66914294 0.72710676 0.77869535
 0.82548478 0.86850217]",$r$,dfa (short)
Shuffled,3.0,[ 5  9 13 17 21 25 29 33],"[0.4194638689703177, 0.6384667939634266, 0.7716663707761459, 0.83273789052623, 0.8644157944189663, 0.8920828898422952, 0.9148437356473215, 0.9436526913539348]","[0.47238188 0.5994684  0.69582496 0.77575536 0.8451296  0.90701865
 0.96326072 1.0150562 ]",$r$,dfa (short)
Trace,4.0,[ 5  9 13 17 21 25 29 33],"[0.3582647537510506, 0.5026637673539154, 0.5624618516687847, 0.5703460349097909, 0.5753239519420051, 0.58954022976773, 0.5926547526476492, 0.59445528483326]","[0.40351421 0.4650826  0.50829074 0.54232392 0.5707285  0.59528223
 0.61701442 0.63657908]",$r$,dfa (short)
Shuffled,4.0,[ 5  9 13 17 21 25 29 33],"[0.3930928253492119, 0.6336657605732227, 0.7896216589198541, 0.9111814620557257, 0.9995970490298296, 1.0705665560195703, 1.1478987472774558, 1.216943602795814]","[0.42702004 0.60069657 0.74366058 0.86899228 0.98241785 1.08707225
 1.1848998  1.27720788]",$r$,dfa (short)
Trace,5.0,[ 5  9 13 17 21 25 29 33],"[0.30638665983622154, 0.5311084681023132, 0.6624332750955353, 0.7547878659338878, 0.8518858130251662, 0.9220905841787391, 0.978288597394424, 1.0363205673404878]","[0.34014558 0.49054098 0.61681327 0.72899673 0.83155271 0.92695057
 1.01673498 1.10195194]",$r$,dfa (short)
Shuffled,5.0,[ 5  9 13 17 21 25 29 33],"[0.3362522419571221, 0.5567859549537943, 0.6297929814678876, 0.6918604089179999, 0.7490909031150448, 0.8026369415830779, 0.8564643179147976, 0.8899424812038427]","[0.37514794 0.49798397 0.59452935 0.67657501 0.74909864 0.81475666
 0.87516403 0.93138892]",$r$,dfa (short)
Trace,6.0,[ 5  9 13 17 21 25 29 33],"[0.42079147927174626, 0.619922540655323, 0.7262689070819361, 0.7838031927855359, 0.8486474782413558, 0.8903328521160121, 0.8817989335100624, 0.8713171608177741]","[0.4668535  0.58548819 0.67458861 0.74803159 0.81146958 0.86784428
 0.91890936 0.96580617]",$r$,dfa (short)
Shuffled,6.0,[ 5  9 13 17 21 25 29 33],"[0.43571463580890724, 0.7120842182479244, 0.8560579324447544, 0.9860795077555621, 1.085728845228009, 1.203272833543003, 1.2944382463193385, 1.3384377155601512]","[0.47137718 0.66324253 0.82120693 0.95970554 1.08505854 1.20072646
 1.30885571 1.41088964]",$r$,dfa (short)
Trace,7.0,[ 5  9 13 17 21 25 29 33],"[0.3411648140268036, 0.4592793857404244, 0.5203935374085913, 0.583040882831103, 0.6343736144618418, 0.6938445576012136, 0.7598081993102384, 0.8166594363716705]","[0.34254114 0.44546672 0.52504781 0.59193618 0.650571   0.70329995
 0.75154021 0.79622371]",$r$,dfa (short)
Shuffled,7.0,[ 5  9 13 17 21 25 29 33],"[0.38166155349875536, 0.5258809152655413, 0.6660997530727533, 0.7250109226673792, 0.7442006787485513, 0.7728155555919822, 0.8074222068562515, 0.8432571131973777]","[0.41077323 0.52171393 0.6058842  0.6757366  0.73638409 0.79050253
 0.8396941  0.88500529]",$r$,dfa (short)
Trace,8.0,[ 5  9 13 17 21 25 29 33],"[0.45325066678587983, 0.607387860082109, 0.6673186964510084, 0.7072238277403069, 0.7431726203548564, 0.7682984499267125, 0.7782445734618201, 0.7962596402199204]","[0.48670848 0.57496328 0.63814034 0.68856698 0.73107782 0.76812316
 0.80113382 0.83102531]",$r$,dfa (short)
Shuffled,8.0,[ 5  9 13 17 21 25 29 33],"[0.4256683056914039, 0.6158754891029845, 0.7707584109838449, 0.8577402785997629, 0.918180666012686, 0.9556793950470764, 0.9793556168018057, 0.9850887152351714]","[0.46383346 0.60319377 0.71094434 0.80150843 0.88089699 0.95228889
 1.01760305 1.07810133]",$r$,dfa (short)
Trace,9.0,[ 5  9 13 17 21 25 29 33],"[0.4746228482912784, 0.6422216803955277, 0.7332871613798619, 0.8344710315558175, 0.887647114216555, 0.9228209322529782, 0.9825774276620972, 1.018148250892117]","[0.49415705 0.62429196 0.72260559 0.80396285 0.87444677 0.93723342
 0.99422099 1.04664748]",$r$,dfa (short)
Shuffled,9.0,[ 5  9 13 17 21 25 29 33],"[0.35162623851022884, 0.6042318450635777, 0.8111827461447091, 0.8945677457097561, 0.9567632122227804, 1.0481497781041675, 1.1131502262847883, 1.1513324104467288]","[0.39854086 0.56943355 0.71185877 0.83776411 0.95243091 1.05877048
 1.15859812 1.25313986]",$r$,dfa (short)
Trace,10.0,[ 5  9 13 17 21 25 29 33],"[0.474694500636711, 0.6410485910489688, 0.7526968027189771, 0.7799400182602944, 0.7947666768540621, 0.8152543660785554, 0.8171896875068207, 0.8147786682748278]","[0.52415656 0.61627184 0.6819613  0.73425952 0.77826316 0.81654985
 0.85062231 0.88144077]",$r$,dfa (short)
Shuffled,10.0,[ 5  9 13 17 21 25 29 33],"[0.4166565676372938, 0.5264870691151287, 0.6517630896912406, 0.7579073318032452, 0.8607418820053542, 0.9750482206737495, 1.0515833680123154, 1.099318066709107]","[0.39954774 0.54813133 0.66802199 0.7717228  0.86462217 0.94963778
 1.02856364 1.1025975 ]",$r$,dfa (short)
