dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,3.0,[ 5  9 13 17 21 25 29 33],"[0.3617241017755889, 0.5849134581325708, 0.7125398303812213, 0.7750204832375833, 0.8223432644038722, 0.8756275942957434, 0.9090445616512772, 0.941670076585711]","[0.40784111 0.54095179 0.64550636 0.73432043 0.81280162 0.88383474
 0.94917313 1.00997623]",$r$,dfa (short)
Shuffled,3.0,[ 5  9 13 17 21 25 29 33],"[0.44450511731162246, 0.6693601309312236, 0.8158566182244593, 0.9166955072176135, 1.0228513196448075, 1.1203139386234786, 1.191745696457741, 1.233143454231302]","[0.46951276 0.64331866 0.78342279 0.90452712 1.01296282 1.11215617
 1.20421299 1.29053876]",$r$,dfa (short)
Trace,7.0,[ 5  9 13],"[0.5637167801431845, 0.802600398752537, 0.9049762963816956]",[0.57261423 0.7705963  0.92791561],$r$,dfa (short)
Shuffled,7.0,[ 5  9 13],"[0.5255971966193949, 0.6905297288906025, 0.7924150246547459]",[0.52830361 0.68137541 0.79894721],$r$,dfa (short)
Trace,9.0,[ 5  9 13 17 21 25 29 33 37],"[0.4890105407679854, 0.6535857946531233, 0.7343083518807751, 0.779476520060061, 0.8252347968840112, 0.8469339056556983, 0.8605192105999302, 0.8773075851128428, 0.8826977519301415]","[0.53090605 0.62677    0.6953584  0.7500852  0.79620906 0.83639439
 0.87219671 0.90461114 0.93431661]",$r$,dfa (short)
Shuffled,9.0,[ 5  9 13 17 21 25 29 33 37],"[0.4905699184032116, 0.7204183836989881, 0.8381734204672517, 0.9351533888799171, 1.026408519871203, 1.1041341255554784, 1.1485624314383829, 1.1832415096671698, 1.2214023016988844]","[0.52826386 0.68594215 0.80770817 0.90996896 0.99955568 1.08007856
 1.15371578 1.22189905 1.28562797]",$r$,dfa (short)
Trace,11.0,[ 5  9 13 17 21 25 29],"[0.5401046323143992, 0.7215907581650093, 0.7768049102307186, 0.8064815106033552, 0.8308367604522895, 0.826772915039173, 0.8202375150238694]","[0.58826558 0.67286738 0.73187607 0.77816385 0.81667644 0.84988468
 0.87921539]",$r$,dfa (short)
Shuffled,11.0,[ 5  9 13 17 21 25 29],"[0.42233727739421417, 0.755462427576469, 0.9738006878815547, 1.0823398326861464, 1.099673617633349, 1.1160829384461097, 1.1700968672483572]","[0.4944171  0.68521579 0.84042194 0.97540343 1.09682554 1.20831356
 1.31210438]",$r$,dfa (short)
Trace,12.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69],"[0.38244820918377104, 0.5599170131946288, 0.6986418189087565, 0.753842682650494, 0.7977588038562796, 0.851126466829338, 0.8710280133847149, 0.8897935164652452, 0.9268492139893546, 0.9441101469597548, 0.960274488694686, 0.9833773100120586, 0.9922269254168178, 1.0035327986993057, 1.0227566448561407, 1.0334635572049178, 1.0437086593528109]","[0.45952551 0.56029588 0.63428913 0.69436305 0.74566254 0.79083198
 0.83143253 0.86847213 0.90264386 0.93444716 0.96425529 0.99235537
 1.01897358 1.04429165 1.06845805 1.09159584 1.11380828]",$r$,dfa (short)
Shuffled,12.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69],"[0.4020566066802191, 0.633219340449294, 0.776562203770395, 0.8966883706517405, 0.9957654472103993, 1.0725271118744824, 1.1471169412236044, 1.227525632958448, 1.30164839277396, 1.3667327709009403, 1.4170011158590026, 1.4539882703053417, 1.4895797613939041, 1.5202728166583255, 1.548176071844715, 1.575316196560422, 1.5950094937302521]","[0.46149979 0.61958106 0.74495529 0.85214896 0.94733829 1.03383583
 1.11366326 1.1881621  1.25827656 1.32470106 1.387964   1.4484785
 1.50657485 1.56252203 1.61654256 1.66882301 1.71952165]",$r$,dfa (short)
Trace,13.0,[ 5  9 13],"[0.495185396720161, 0.5831788377713361, 0.6438349005454054]",[0.49544482 0.58238569 0.64437414],$r$,dfa (short)
Shuffled,13.0,[ 5  9 13],"[0.48143914079594746, 0.6597785459873601, 0.7372308131591324]",[0.48791443 0.63726688 0.75314407],$r$,dfa (short)
Trace,14.0,[ 5  9 13 17],"[0.4289370843934414, 0.5724132913370256, 0.5896662054034825, 0.624262641868542]",[0.44518156 0.53139639 0.59363068 0.64358332],$r$,dfa (short)
Shuffled,14.0,[ 5  9 13 17],"[0.5077910987592466, 0.703692797558118, 0.766877869412565, 0.8288585292259337]",[0.52403599 0.66233104 0.76684629 0.85335604],$r$,dfa (short)
Trace,16.0,[ 5  9 13],"[0.3788243800672729, 0.4812273957248, 0.5315917733143101]",[0.38178228 0.47159937 0.53824194],$r$,dfa (short)
Shuffled,16.0,[ 5  9 13],"[0.4052521953576978, 0.6329718097515771, 0.7915451718480776]",[0.40874952 0.61899523 0.80249233],$r$,dfa (short)
Trace,20.0,[ 5  9 13 17 21],"[0.46755202887427105, 0.572440700910219, 0.6072796299191365, 0.6172701604708337, 0.6089193087212357]",[0.48780865 0.54509268 0.58430252 0.61467507 0.63970682],$r$,dfa (short)
Shuffled,20.0,[ 5  9 13 17 21],"[0.5100721024379212, 0.7921408578432416, 1.0149951874697172, 1.1476994568822092, 1.1897188231500322]",[0.53357844 0.76342596 0.95519515 1.12484621 1.27944029],$r$,dfa (short)
Trace,21.0,[ 5  9 13],"[0.3657125632086648, 0.5326873854130045, 0.6527059882391085]",[0.36753721 0.52584294 0.65791915],$r$,dfa (short)
Shuffled,21.0,[ 5  9 13],"[0.3929673611946585, 0.7828005605222259, 1.0237418830083869]",[0.40301507 0.73309411 1.06590149],$r$,dfa (short)
Trace,23.0,[ 5  9 13],"[0.43611728892791324, 0.5838543400460625, 0.6253712044950418]",[0.44388396 0.55767925 0.64326773],$r$,dfa (short)
Shuffled,23.0,[ 5  9 13],"[0.4077071822822547, 0.7075013573196184, 0.8870721015993551]",[0.41527831 0.67447124 0.91354907],$r$,dfa (short)
Trace,24.0,[ 5  9 13],"[0.4665716195590185, 0.6899606285722827, 0.7126484316952599]",[0.48219631 0.63336219 0.75117642],$r$,dfa (short)
Shuffled,24.0,[ 5  9 13],"[0.4908326402588541, 0.7199703349626698, 0.8172878809628497]",[0.49950184 0.68795012 0.84048324],$r$,dfa (short)
Trace,26.0,[ 5  9 13 17 21],"[0.5012235726930298, 0.6952969439931062, 0.822745441469119, 0.907476815797194, 0.9716872368204238]",[0.51435918 0.6755729  0.8012129  0.90737735 1.00081718],$r$,dfa (short)
Shuffled,26.0,[ 5  9 13 17 21],"[0.4336312390982337, 0.7660599622818406, 0.9763534164530676, 1.1468298711560687, 1.2891737049364356]",[0.45741633 0.7132412  0.94174201 1.15340598 1.35312707],$r$,dfa (short)
Trace,27.0,[ 5  9 13 17 21 25 29 33 37 41 45],"[0.40365621793387774, 0.4910278376641259, 0.5478257811558608, 0.5700025726172255, 0.5995743635065021, 0.6340077335406268, 0.6703197963889641, 0.7075365762145377, 0.7497065248184753, 0.7942914893627022, 0.8372694690744749]","[0.39858457 0.47898629 0.53733897 0.58434589 0.62425065 0.65922036
 0.69052801 0.71899209 0.74517346 0.76947502 0.79219705]",$r$,dfa (short)
Shuffled,27.0,[ 5  9 13 17 21 25 29 33 37 41 45],"[0.3836309540235254, 0.5462632168870847, 0.6886734036681662, 0.811061210367922, 0.9402449785468135, 1.0889804426915706, 1.2115956871080773, 1.3264766605848368, 1.4419163445775218, 1.5336263932693854, 1.6156992271153627]","[0.37046616 0.54906922 0.70231235 0.84046327 0.96816531 1.08801958
 1.20166848 1.31023288 1.41452077 1.51513894 1.61255771]",$r$,dfa (short)
Trace,29.0,[ 5  9 13],"[0.50619770342684, 0.6392709035014298, 0.7020286208141466]",[0.51032582 0.62592063 0.71120224],$r$,dfa (short)
Shuffled,29.0,[ 5  9 13],"[0.37132396514164634, 0.6321200077419793, 0.9513105114717966]",[0.36697681 0.65176179 0.93357087],$r$,dfa (short)
Trace,30.0,[ 5  9 13 17 21],"[0.5159464661708528, 0.722754464529717, 0.7888436228667844, 0.8292003844780265, 0.8444911797306967]",[0.54712998 0.66878792 0.75829857 0.83106901 0.89327402],$r$,dfa (short)
Shuffled,30.0,[ 5  9 13 17 21],"[0.48231769660405743, 0.703584992759466, 0.8535024595467628, 0.8992703032947602, 0.9356822108578425]",[0.50805695 0.66962367 0.79588966 0.90278273 0.99699703],$r$,dfa (short)
Trace,32.0,[ 5  9 13 17 21 25 29 33 37],"[0.4631690736189433, 0.5840465547646813, 0.6601671574373009, 0.7032516205676285, 0.7393639182891819, 0.7698845607143643, 0.7960264313677904, 0.8101820601412222, 0.8306202652820069]","[0.48500398 0.57299535 0.63598787 0.68626937 0.72865923 0.76560011
 0.7985184  0.82832681 0.85564816]",$r$,dfa (short)
Shuffled,32.0,[ 5  9 13 17 21 25 29 33 37],"[0.48040923916665207, 0.610738592661755, 0.7129227510587859, 0.761192072301892, 0.8109904112738852, 0.8490056180579941, 0.881088846273959, 0.9049366092688597, 0.9183429896836646]","[0.50159905 0.60604565 0.6821789  0.74368781 0.79601832 0.84195827
 0.8831483  0.92064494 0.95517309]",$r$,dfa (short)
Trace,35.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69],"[0.44271855160163454, 0.6242369751851298, 0.7313267725382009, 0.7979851267859163, 0.8445995459659109, 0.8863615258343229, 0.9036371216357033, 0.9138822060083373, 0.9316934498125954, 0.944039548830261, 0.9560586659131189, 0.972158267847604, 0.9805728594891824, 0.9903430778234595, 1.0050081110257891, 1.0158571317253726, 1.025924563782313]","[0.52681154 0.61935971 0.68535497 0.73789512 0.78210133 0.8205636
 0.85479179 0.88575072 0.91409794 0.94030368 0.96471696 0.9876046
 1.00917564 1.02959716 1.04900505 1.06751142 1.08520995]",$r$,dfa (short)
Shuffled,35.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69],"[0.38537299352777116, 0.7396037022754444, 0.8885693054480361, 0.9943221339690554, 1.1043687899228647, 1.1958217578255799, 1.2753916875725937, 1.3705769669166328, 1.456963215968287, 1.539480593101255, 1.6284669149439097, 1.7124742409017113, 1.786674997555188, 1.8504812513643554, 1.9038290835184035, 1.9455635995525988, 1.9782095189846638]","[0.47137879 0.65725387 0.80918544 0.94174849 1.06128841 1.17126568
 1.27381998 1.37038645 1.46198449 1.54936985 1.63312166 1.71369563
 1.7914582  1.86670939 1.93969862 2.01063594 2.07970033]",$r$,dfa (short)
Trace,36.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69],"[0.48799946900671975, 0.6500064334229152, 0.7486412570001904, 0.7984361374760084, 0.8487621235673181, 0.8950997259798051, 0.9191784582117049, 0.9433542777926521, 0.9616224421365808, 0.9750202513443508, 0.9930447345573418, 1.0104480399365814, 1.0207379906500584, 1.0346168723515223, 1.0480478316251562, 1.0563252902586477, 1.0673343948550047]","[0.55045729 0.64496818 0.71217935 0.76558985 0.8104664  0.84946854
 0.88414491 0.91548412 0.94415939 0.97065181 0.99531822 1.0184313
 1.04020453 1.06080849 1.08038181 1.09903885 1.11687514]",$r$,dfa (short)
Shuffled,36.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69],"[0.4444285348655049, 0.7005911589226371, 0.8725924453588467, 1.017307086296671, 1.1591874687881336, 1.27165456581112, 1.3572977294339983, 1.4222910420827015, 1.4823496618029322, 1.5514003103819207, 1.6183174849768702, 1.6807473717541719, 1.7405490743411054, 1.7840778086577567, 1.8203650132982423, 1.8575451284749713, 1.892159142152167]","[0.51030821 0.69468064 0.84253357 0.96989066 1.08362422 1.18744273
 1.28362036 1.37367212 1.45866794 1.53939698 1.61646131 1.69033276
 1.76138934 1.82993951 1.89623889 1.96050218 2.02291178]",$r$,dfa (short)
Trace,40.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61],"[0.48697868888984325, 0.6253517314670217, 0.679660753593205, 0.6918008476169112, 0.6920362320376663, 0.6952520607908534, 0.6966188845621429, 0.6977206978281542, 0.7013535193290238, 0.7024191324812464, 0.702842694174167, 0.7040215304871397, 0.7030470879548334, 0.7017733518770009, 0.7007207546134032]","[0.56697293 0.60280035 0.62635664 0.64412023 0.65846644 0.67054393
 0.6809994  0.6902344  0.698516   0.70603116 0.71291606 0.71927306
 0.72518111 0.73070243 0.73588698]",$r$,dfa (short)
Shuffled,40.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61],"[0.4186088956690705, 0.6772926747267556, 0.8800618634558874, 1.005734376655164, 1.109209630100214, 1.1860616364088756, 1.219603664329988, 1.244139618912222, 1.2610247943324602, 1.2712503274181248, 1.2811514493320653, 1.2944307421200791, 1.3005820984502015, 1.3051241209210496, 1.3095624607902963]","[0.5395624  0.68583235 0.79687761 0.88907286 0.96914485 1.04061527
 1.10559329 1.1654569  1.22116324 1.27340813 1.32271563 1.36949175
 1.41405833 1.45667551 1.49755696]",$r$,dfa (short)
Trace,42.0,[ 5  9 13 17 21],"[0.346609821388619, 0.5278760044889522, 0.6469574472632312, 0.8296773295248715, 0.911945017392]",[0.34799693 0.51953844 0.66757513 0.80155347 0.92576474],$r$,dfa (short)
Shuffled,42.0,[ 5  9 13 17 21],"[0.32491232296259126, 0.5368798884657576, 0.6792142225821077, 0.7910393427628335, 0.9383029346565468]",[0.33461652 0.51214023 0.66838616 0.8116869  0.94588642],$r$,dfa (short)
Trace,43.0,[ 5  9 13 17 21],"[0.4451022033125585, 0.6001339353918392, 0.7196178731258228, 0.7971560955175613, 0.8874447617663456]",[0.44904997 0.59466267 0.70889186 0.80584117 0.89145573],$r$,dfa (short)
Shuffled,43.0,[ 5  9 13 17 21],"[0.4595377178771821, 0.7695043415082328, 0.9179767086065616, 1.1187624363498592, 1.2670617993269018]",[0.47704405 0.71815417 0.92760467 1.11801087 1.29513323],$r$,dfa (short)
Trace,46.0,[ 5  9 13],"[0.4244177426185879, 0.767627983619322, 0.83132246804909]",[0.44401136 0.68268428 0.89351092],$r$,dfa (short)
Shuffled,46.0,[ 5  9 13],"[0.5500439087366703, 0.7119333685900929, 0.8583378909044146]",[0.54786321 0.71932018 0.85290491],$r$,dfa (short)
Trace,52.0,[ 5  9 13 17 21 25 29 33 37],"[0.4332748128626173, 0.6047883116881756, 0.6819088809225547, 0.7101539190819938, 0.7413047419476304, 0.7572447770095669, 0.7620534933498324, 0.7741855758123447, 0.7869422105322471]","[0.48478945 0.56856498 0.62818727 0.67559137 0.7154366  0.7500768
 0.78088305 0.80873081 0.83421643]",$r$,dfa (short)
Shuffled,52.0,[ 5  9 13 17 21 25 29 33 37],"[0.4650624147804524, 0.6114162038417589, 0.6766719055008198, 0.7337537772977645, 0.7811140373746251, 0.8028423061802951, 0.8264929100243462, 0.8442843442470074, 0.8492615727812383]","[0.49566217 0.58917968 0.65645843 0.71033838 0.7558751  0.79563787
 0.83113026 0.863316   0.89285371]",$r$,dfa (short)
Trace,53.0,[ 5  9 13 17],"[0.5156302197455729, 0.6759598174559153, 0.7209981530099184, 0.7952316013097873]",[0.52652854 0.6450254  0.73236459 0.80345389],$r$,dfa (short)
Shuffled,53.0,[ 5  9 13 17],"[0.4124650660330257, 0.6489202424522337, 0.733721693295001, 0.840129734716405]",[0.42847162 0.6004043  0.74149657 0.86493049],$r$,dfa (short)
Trace,55.0,[ 5  9 13 17],"[0.4214882671549264, 0.6084957170550711, 0.6720563421832757, 0.7044298861174075]",[0.43983475 0.56476051 0.66037361 0.74018946],$r$,dfa (short)
Shuffled,55.0,[ 5  9 13 17],"[0.4819732115912342, 0.6342943931480653, 0.7337895937409207, 0.8335060770037936]",[0.48372349 0.62791968 0.73924765 0.83272743],$r$,dfa (short)
Trace,56.0,[ 5  9 13],"[0.3167258469360133, 0.4579776624056875, 0.6394926440775875]",[0.31169999 0.47741378 0.62334951],$r$,dfa (short)
Shuffled,56.0,[ 5  9 13],"[0.4026979300210324, 0.5081969030473705, 0.5936872388622019]",[0.40207916 0.51023158 0.59222976],$r$,dfa (short)
Trace,57.0,[ 5  9 13],"[0.5036733574070714, 0.6380587603335421, 0.657663019305993]",[0.51295121 0.60850284 0.67713366],$r$,dfa (short)
Shuffled,57.0,[ 5  9 13],"[0.42104927987078555, 0.695313558930422, 0.9091390843963818]",[0.4240426  0.68263169 0.91949215],$r$,dfa (short)
Trace,58.0,[ 5  9 13],"[0.5134746794586943, 0.6275210182670842, 0.7010349323542817]",[0.51464676 0.62381423 0.70359452],$r$,dfa (short)
Shuffled,58.0,[ 5  9 13],"[0.44786927608177357, 0.6849252756878399, 0.8309577307798066]",[0.452933   0.66520544 0.84602586],$r$,dfa (short)
Trace,61.0,[ 5  9 13 17],"[0.48539450503595194, 0.6296640557448505, 0.6877206636286394, 0.741501307105428]",[0.49500641 0.60619711 0.68812823 0.75480312],$r$,dfa (short)
Shuffled,61.0,[ 5  9 13 17],"[0.5382224571061591, 0.7017736794486367, 0.7699385506857952, 0.8329629493551859]",[0.54866262 0.67610405 0.77048006 0.84754024],$r$,dfa (short)
